addr_state,issue_d,gdp,gdp_LSFT
HI,04/15/15,55466.89858,151.3049581
HI,05/15/15,55627.05014,158.9131731
HI,06/15/15,55678.37832,164.461171
HI,07/15/15,55729.70651,166.1316402
HI,08/15/15,55781.03469,164.3535359
HI,09/15/15,55928.91394,162.7388155
HI,10/15/15,56076.79318,157.3995566
HI,11/15/15,56224.67243,147.6933035
HI,12/15/15,56372.55168,132.9776001
HI,01/15/16,56520.43092,123.0430056
HI,02/15/16,56668.31017,118.7374949
HI,03/15/16,56816.18942,120.909043
HI,04/15/16,56964.06866,124.9418131
ID,05/15/06,35451,
ID,06/15/06,35356.59514,
ID,07/15/06,35262.18759,
ID,08/15/06,35167.78,
ID,09/15/06,35391.44931,
ID,10/15/06,35615.11859,
ID,11/15/06,35838.79,
ID,12/15/06,35877.04765,
ID,01/15/07,35915.30744,
ID,02/15/07,35953.56723,
ID,03/15/07,36080.42303,
ID,04/15/07,36207.27884,
ID,05/15/07,36334.13464,90.6162574
ID,06/15/07,36437.66901,103.4313829
ID,07/15/07,36541.20337,110.6074259
ID,08/15/07,36644.73774,111.0567939
ID,09/15/07,36847.75425,106.9715248
ID,10/15/07,37050.77075,108.9511442
ID,11/15/07,37253.78726,117.1091292
ID,12/15/07,37026.85702,117.3848879
ID,01/15/08,36799.92677,105.1231073
ID,02/15/08,36572.99653,81.78087604
ID,03/15/08,36654.19854,58.97348819
ID,04/15/08,36735.40054,39.87253599
ID,05/15/08,36816.60255,24.72886522
ID,06/15/08,36803.14659,10.67272813
ID,07/15/08,36789.69062,-2.421909945
ID,08/15/08,36776.23466,-13.912245
ID,09/15/08,36434.01368,-33.99387995
ID,10/15/08,36091.7927,-56.39137341
ID,11/15/08,35749.57172,-78.10891538
ID,12/15/08,35614.93391,-89.30729396
ID,01/15/09,35480.29611,-104.6676787
ID,02/15/09,35345.6583,-124.6971718
ID,03/15/09,35013.85947,-156.4026878
ID,04/15/09,34682.06064,-187.3567854
ID,05/15/09,34350.26181,-215.2902297
ID,06/15/09,34387.53735,-225.7664979
ID,07/15/09,34424.81289,-222.1849269
ID,08/15/09,34462.08843,-204.8242618
ID,09/15/09,34445.946,-175.7242785
ID,10/15/09,34429.80357,-147.5150248
ID,11/15/09,34413.66114,-121.9881411
ID,12/15/09,34673.9306,-91.8227878
ID,01/15/10,34934.20005,-52.34538423
ID,02/15/10,35194.46951,-5.72574978
ID,03/15/10,35141.01731,35.52382275
ID,04/15/10,35087.56512,63.37414275
ID,05/15/10,35034.11292,76.29583275
ID,06/15/10,35124.32322,77.49564203
ID,07/15/10,35214.53353,78.85000753
ID,08/15/10,35304.74383,80.06807852
ID,09/15/10,35416.45285,81.56775368
ID,10/15/10,35528.16187,80.88552055
ID,11/15/10,35639.87089,77.31889863
ID,12/15/10,35607.76193,65.42415533
ID,01/15/11,35575.65298,55.92024571
ID,02/15/11,35543.54402,50.41364385
ID,03/15/11,35648.51395,55.02990918
ID,04/15/11,35753.48389,58.55611846
ID,05/15/11,35858.45382,60.12182044
ID,06/15/11,35954.5817,58.56506736
ID,07/15/11,36050.70958,58.58947143
ID,08/15/11,36146.83746,60.16251885
ID,09/15/11,36306.82408,65.3569283
ID,10/15/11,36466.81071,74.61618758
ID,11/15/11,36626.79733,87.67503478
ID,12/15/11,36487.45662,94.4002744
ID,01/15/12,36348.1159,90.63983945
ID,02/15/12,36208.77519,76.98291615
ID,03/15/12,36347.42979,63.18337016
ID,04/15/12,36486.08438,53.57520484
ID,05/15/12,36624.73898,47.97334033
ID,06/15/12,36787.87434,46.99975374
ID,07/15/12,36951.00969,49.9947756
ID,08/15/12,37114.14505,56.59023335
ID,09/15/12,36994.07409,57.08148192
ID,10/15/12,36874.00314,55.11253275
ID,11/15/12,36753.93218,52.22216374
ID,12/15/12,36957.17909,60.60798335
ID,01/15/13,37160.42599,68.51970775
ID,02/15/13,37363.6729,74.07498736
ID,03/15/13,37467.73643,72.12169121
ID,04/15/13,37571.79997,72.01456099
ID,05/15/13,37675.8635,73.94365676
ID,06/15/13,37776.74243,77.99405286
ID,07/15/13,37877.62137,85.31487593
ID,08/15/13,37978.5003,96.24819352
ID,09/15/13,38147.47863,113.3811094
ID,10/15/13,38316.45696,125.7889686
ID,11/15/13,38485.43529,131.8835885
ID,12/15/13,38375.77841,120.8910098
ID,01/15/14,38266.12153,105.189315
ID,02/15/14,38156.46465,86.49775522
ID,03/15/14,38319.63287,75.52981648
ID,04/15/14,38482.80108,68.69096566
ID,05/15/14,38645.9693,65.65645247
ID,06/15/14,38726.30548,63.37079896
ID,07/15/14,38806.64167,61.84189088
ID,08/15/14,38886.97785,61.18260049
ID,09/15/14,39052.95783,64.3292217
ID,10/15/14,39218.93781,73.54326412
ID,11/15/14,39384.91779,88.8412022
ID,12/15/14,39256.46382,100.5328966
ID,01/15/15,39128.00986,99.53585236
ID,02/15/15,38999.55589,85.95334967
ID,03/15/15,39086.11716,66.97708379
ID,04/15/15,39172.67844,52.02220643
ID,05/15/15,39259.23971,41.50963412
ID,06/15/15,39395.12711,37.48642066
ID,07/15/15,39531.0145,36.91661264
ID,08/15/15,39666.9019,39.49498434
ID,09/15/15,39690.49359,41.21425258
ID,10/15/15,39714.08528,45.68019258
ID,11/15/15,39737.67697,53.67515758
ID,12/15/15,39761.26866,65.98150082
ID,01/15/16,39784.86035,72.05719286
ID,02/15/16,39808.45204,71.06681835
ID,03/15/16,39832.04373,62.17496126
ID,04/15/16,39855.63542,52.8160228
IL,05/15/06,48929.63538,
IL,06/15/06,49042.89606,
IL,07/15/06,49156.15675,
IL,08/15/06,49269.41743,
IL,09/15/06,49559.5337,
IL,10/15/06,49849.64996,
IL,11/15/06,50139.76623,
IL,12/15/06,50307.93343,
IL,01/15/07,50476.10064,
IL,02/15/07,50644.26784,
IL,03/15/07,50724.54721,
IL,04/15/07,50804.82658,
IL,05/15/07,50885.10595,182.593442
IL,06/15/07,51025.16045,176.3768112
IL,07/15/07,51165.21494,167.6196675
IL,08/15/07,51305.26944,156.1747926
IL,09/15/07,51379.71273,139.7319607
IL,10/15/07,51454.15601,125.3065916
IL,11/15/07,51528.5993,114.0837022
IL,12/15/07,51270.23656,96.27668147
IL,01/15/08,51011.87383,70.20880198
IL,02/15/08,50753.51109,38.22363451
IL,03/15/08,50792.66951,12.47314005
IL,04/15/08,50831.82794,-9.714142857
IL,05/15/08,50870.98636,-28.11227533
IL,06/15/08,50870.31499,-43.80838808
IL,07/15/08,50869.64361,-54.05865368
IL,08/15/08,50868.97224,-58.08985308
IL,09/15/08,50596.22147,-64.09841742
IL,10/15/08,50323.47071,-72.33969363
IL,11/15/08,50050.71994,-80.9060228
IL,12/15/08,49931.4176,-82.83100549
IL,01/15/09,49812.11526,-89.8503372
IL,02/15/09,49692.81292,-102.7280857
IL,03/15/09,49839.32904,-113.4650734
IL,04/15/09,49985.84516,-112.842788
IL,05/15/09,50132.36128,-101.4511066
IL,06/15/09,50046.35626,-87.54543901
IL,07/15/09,49960.35123,-71.9699894
IL,08/15/09,49874.34621,-54.25589154
IL,09/15/09,50033.47789,-25.85284923
IL,10/15/09,50192.60956,1.896506154
IL,11/15/09,50351.74124,26.61919489
IL,12/15/09,50221.50745,36.40271516
IL,01/15/10,50091.27366,36.36586934
IL,02/15/10,49961.03987,26.56872033
IL,03/15/10,50193.11767,19.01566918
IL,04/15/10,50425.19547,21.99984269
IL,05/15/10,50657.27327,35.05112176
IL,06/15/10,50869.58368,57.04771505
IL,07/15/10,51081.8941,78.68499505
IL,08/15/10,51294.20451,98.32386522
IL,09/15/10,51399.80885,110.8074476
IL,10/15/10,51505.41318,124.5112777
IL,11/15/10,51611.01752,139.729462
IL,12/15/10,51608.93343,153.2059388
IL,01/15/11,51606.84934,154.6970681
IL,02/15/11,51604.76525,143.4987306
IL,03/15/11,51948.13976,130.2955521
IL,04/15/11,52291.51428,126.4203507
IL,05/15/11,52634.88879,131.2616055
IL,06/15/11,52799.79807,138.3243273
IL,07/15/11,52964.70735,147.2172893
IL,08/15/11,53129.61663,158.200938
IL,09/15/11,53399.41256,174.9935202
IL,10/15/11,53669.20848,193.1751016
IL,11/15/11,53939.00441,211.8435307
IL,12/15/11,54316.84287,233.6584976
IL,01/15/12,54694.68134,252.9823484
IL,02/15/12,55072.5198,267.7275959
IL,03/15/12,55208.34439,267.8282745
IL,04/15/12,55344.16898,265.8135133
IL,05/15/12,55479.99357,262.823697
IL,06/15/12,55569.93654,258.4866285
IL,07/15/12,55659.8795,247.3307411
IL,08/15/12,55749.82247,229.7679381
IL,09/15/12,55535.4602,196.1780813
IL,10/15/12,55321.09793,152.6791824
IL,11/15/12,55106.73566,101.9314507
IL,12/15/12,55342.39028,61.43081824
IL,01/15/13,55578.04489,35.52035615
IL,02/15/13,55813.69951,24.98129511
IL,03/15/13,55688.25741,18.6905772
IL,04/15/13,55562.8153,10.10525412
IL,05/15/13,55437.3732,0.660857527
IL,06/15/13,55526.58827,-1.130471319
IL,07/15/13,55615.80333,3.222685824
IL,08/15/13,55705.0184,13.72432841
IL,09/15/13,56028.31719,38.09550192
IL,10/15/13,56351.61597,63.34998352
IL,11/15/13,56674.91476,86.53359192
IL,12/15/13,56639.60803,92.86998549
IL,01/15/14,56604.30131,98.68368484
IL,02/15/14,56568.99458,105.4634878
IL,03/15/14,56848.97627,125.0923171
IL,04/15/14,57128.95795,143.4382816
IL,05/15/14,57408.93964,158.2737782
IL,06/15/14,57656.95664,166.317423
IL,07/15/14,57904.97363,173.7732874
IL,08/15/14,58152.99063,179.7688335
IL,09/15/14,58209.60555,177.1215648
IL,10/15/14,58266.22048,175.0138234
IL,11/15/14,58322.8354,174.9109045
IL,12/15/14,58739.8472,190.1593201
IL,01/15/15,59156.85899,206.4516434
IL,02/15/15,59573.87079,221.3026085
IL,03/15/15,59582.63432,218.7682141
IL,04/15/15,59591.39784,210.7327935
IL,05/15/15,59600.16137,198.6865562
IL,06/15/15,60011.10338,197.3783434
IL,07/15/15,60422.04539,204.8591819
IL,08/15/15,60832.9874,220.2338788
IL,09/15/15,60895.95172,231.1354502
IL,10/15/15,60958.91603,231.2190502
IL,11/15/15,61021.88035,220.4497927
IL,12/15/15,61084.84467,198.7927908
IL,01/15/16,61147.80898,180.0745755
IL,02/15/16,61210.7733,166.2404629
IL,03/15/16,61273.73762,159.235769
IL,04/15/16,61336.70193,145.3039528
IN,05/15/06,40662.55,
IN,06/15/06,40799.33493,
IN,07/15/06,40936.11554,
IN,08/15/06,41072.9,
IN,09/15/06,41160.29992,
IN,10/15/06,41247.7037,
IN,11/15/06,41335.11,
IN,12/15/06,41421.51431,
IN,01/15/07,41507.92113,
IN,02/15/07,41594.32796,
IN,03/15/07,41887.33899,
IN,04/15/07,42180.35002,
IN,05/15/07,42473.36105,131.9129564
IN,06/15/07,42622.97549,143.4344275
IN,07/15/07,42772.58992,154.3774901
IN,08/15/07,42922.20436,164.671629
IN,09/15/07,43014.90556,172.3700678
IN,10/15/07,43107.60675,175.8158923
IN,11/15/07,43200.30795,174.979996
IN,12/15/07,43176.2625,165.9844817
IN,01/15/08,43152.21706,149.4033636
IN,02/15/08,43128.17161,125.8435221
IN,03/15/08,43130.90178,96.7945506
IN,04/15/08,43133.63195,70.66252637
IN,05/15/08,43136.36212,49.04239923
IN,06/15/08,43065.69999,31.10959258
IN,07/15/08,42995.03785,13.34705681
IN,08/15/08,42924.37572,-3.034897253
IN,09/15/08,42640.04107,-23.87010747
IN,10/15/08,42355.70643,-48.96320863
IN,11/15/08,42071.37178,-76.24257593
IN,12/15/08,41531.89253,-112.047944
IN,01/15/09,40992.41327,-157.3960498
IN,02/15/09,40452.93402,-209.454839
IN,03/15/09,40371.02872,-250.3074023
IN,04/15/09,40289.12341,-278.6059974
IN,05/15/09,40207.21811,-293.8855938
IN,06/15/09,40334.64695,-288.780036
IN,07/15/09,40462.07578,-266.7972626
IN,08/15/09,40589.50462,-229.0256855
IN,09/15/09,41012.86399,-166.7977648
IN,10/15/09,41436.22336,-91.04607819
IN,11/15/09,41859.58273,-5.659053901
IN,12/15/09,42034.6061,77.28797791
IN,01/15/10,42209.62947,145.4578182
IN,02/15/10,42384.65284,194.9246281
IN,03/15/10,42731.97763,227.4428359
IN,04/15/10,43079.30241,255.7388897
IN,05/15/10,43426.6272,277.4543824
IN,06/15/10,43667.08535,286.7078312
IN,07/15/10,43907.54351,289.7793218
IN,08/15/10,44148.00166,286.0478131
IN,09/15/10,44277.08872,271.2206911
IN,10/15/10,44406.17577,256.6707877
IN,11/15/10,44535.26283,244.0149841
IN,12/15/10,44393.08741,225.9274421
IN,01/15/11,44250.912,195.9641113
IN,02/15/11,44108.73658,155.8678419
IN,03/15/11,44266.38962,117.2659391
IN,04/15/11,44424.04265,86.88082165
IN,05/15/11,44581.69569,65.75464198
IN,06/15/11,44723.49629,54.406945
IN,07/15/11,44865.2969,49.85672945
IN,08/15/11,45007.0975,52.64606978
IN,09/15/11,45166.79918,63.9071856
IN,10/15/11,45326.50086,79.80029033
IN,11/15/11,45486.20254,100.1571714
IN,12/15/11,45507.81541,120.2572385
IN,01/15/12,45529.42829,130.2578373
IN,02/15/12,45551.04116,129.2590321
IN,03/15/12,45732.32339,121.6247119
IN,04/15/12,45913.60563,117.1095012
IN,05/15/12,46094.88786,115.5835683
IN,06/15/12,46109.51072,111.422818
IN,07/15/12,46124.13357,104.8034209
IN,08/15/12,46138.75643,96.42415643
IN,09/15/12,45981.93396,81.33175929
IN,10/15/12,45825.1115,61.85551896
IN,11/15/12,45668.28903,39.73457874
IN,12/15/12,46170.31447,38.42834308
IN,01/15/13,46672.33991,50.74480412
IN,02/15/13,47174.36535,74.04433275
IN,03/15/13,47056.08234,85.23757
IN,04/15/13,46937.79933,91.23430379
IN,05/15/13,46819.51632,93.68049736
IN,06/15/13,46993.3532,103.8524393
IN,07/15/13,47167.19009,115.3810626
IN,08/15/13,47341.02697,127.3915643
IN,09/15/13,47498.13738,138.4577203
IN,10/15/13,47655.24778,141.2025805
IN,11/15/13,47812.35819,133.9012397
IN,12/15/13,47895.98297,112.4061884
IN,01/15/14,47979.60776,100.7365925
IN,02/15/14,48063.23254,101.1913564
IN,03/15/14,48313.9753,121.5787686
IN,04/15/14,48564.71805,139.4214857
IN,05/15/14,48815.46081,152.6918939
IN,06/15/14,49078.58072,159.770417
IN,07/15/14,49341.70063,169.7968149
IN,08/15/14,49604.82054,182.2805219
IN,09/15/14,49788.27921,194.1047769
IN,10/15/14,49971.73787,204.5733868
IN,11/15/14,50155.19654,213.5415809
IN,12/15/14,50039.91277,211.0159371
IN,01/15/15,49924.62901,195.6667565
IN,02/15/15,49809.34524,168.5869434
IN,03/15/15,50150.53283,145.9179079
IN,04/15/15,50491.72043,132.6720846
IN,05/15/15,50832.90802,128.3525231
IN,06/15/15,50936.14727,124.6178235
IN,07/15/15,51039.38653,122.7544891
IN,08/15/15,51142.62578,123.6409847
IN,09/15/15,51251.36332,128.3370378
IN,10/15/15,51360.10085,134.627009
IN,11/15/15,51468.83839,142.9214538
IN,12/15/15,51577.57593,153.6309285
IN,01/15/16,51686.31346,155.6758943
IN,02/15/16,51795.051,147.8254658
IN,03/15/16,51903.78854,128.8487563
IN,04/15/16,52012.52607,115.0714699
IA,05/15/06,43147.65465,
IA,06/15/06,43092.88091,
IA,07/15/06,43038.10716,
IA,08/15/06,42983.33342,
IA,09/15/06,43230.69253,
IA,10/15/06,43478.05164,
IA,11/15/06,43725.41075,
IA,12/15/06,44135.6985,
IA,01/15/07,44545.98624,
IA,02/15/07,44956.27399,
IA,03/15/07,45329.87478,
IA,04/15/07,45703.47556,
IA,05/15/07,46077.07635,269.2507139
IA,06/15/07,46072.8738,296.8677956
IA,07/15/07,46068.67125,306.1670166
IA,08/15/07,46064.4687,296.8705131
IA,09/15/07,46081.90338,269.4137368
IA,10/15/07,46099.33806,235.0204324
IA,11/15/07,46116.77274,194.953921
IA,12/15/07,46154.75357,151.1548691
IA,01/15/08,46192.7344,111.0401931
IA,02/15/08,46230.71523,76.65553516
IA,03/15/08,46070.54576,43.51411033
IA,04/15/08,45910.37628,13.33926176
IA,05/15/08,45750.20681,-10.93620692
IA,06/15/08,45582.75538,-26.61955637
IA,07/15/08,45415.30394,-45.26887022
IA,08/15/08,45247.85251,-65.98717621
IA,09/15/08,44921.274,-93.12345016
IA,10/15/08,44594.69549,-124.0741945
IA,11/15/08,44268.11698,-156.9492267
IA,12/15/08,44226.64577,-180.4592228
IA,01/15/09,44185.17455,-193.4902878
IA,02/15/09,44143.70334,-195.6058716
IA,03/15/09,44257.41438,-181.2535263
IA,04/15/09,44371.12541,-158.4705176
IA,05/15/09,44484.83645,-128.7616834
IA,06/15/09,44729.79473,-89.30502934
IA,07/15/09,44974.75302,-42.60660709
IA,08/15/09,45219.7113,9.067595165
IA,09/15/09,45576.80008,67.14820022
IA,10/15/09,45933.88887,122.632847
IA,11/15/09,46290.97765,171.7651215
IA,12/15/09,46057.20378,191.3096216
IA,01/15/10,45823.42992,191.7220973
IA,02/15/10,45589.65605,174.0591559
IA,03/15/10,45800.64972,154.040072
IA,04/15/10,46011.64338,136.2462235
IA,05/15/10,46222.63705,120.1430906
IA,06/15/10,46319.93692,101.4480064
IA,07/15/10,46417.2368,85.29911319
IA,08/15/10,46514.53667,72.50772099
IA,09/15/10,46707.40844,67.03586137
IA,10/15/10,46900.28022,73.48243582
IA,11/15/10,47093.15199,92.7497356
IA,12/15/10,47273.4695,125.3261749
IA,01/15/11,47453.78701,149.457538
IA,02/15/11,47634.10452,162.8685979
IA,03/15/11,47751.52763,161.210685
IA,04/15/11,47868.95073,159.6605892
IA,05/15/11,47986.37384,158.7324345
IA,06/15/11,48345.89749,166.9216816
IA,07/15/11,48705.42115,179.0393936
IA,08/15/11,49064.9448,193.6447804
IA,09/15/11,49484.15193,211.2646391
IA,10/15/11,49903.35906,233.8060907
IA,11/15/11,50322.56619,260.0255347
IA,12/15/11,50426.43835,278.2837116
IA,01/15/12,50530.3105,288.5867737
IA,02/15/12,50634.18266,291.3547508
IA,03/15/12,51101.93187,299.003619
IA,04/15/12,51569.68107,307.5350675
IA,05/15/12,52037.43028,315.0242276
IA,06/15/12,52097.91693,306.1199929
IA,07/15/12,52158.40358,290.4467601
IA,08/15/12,52218.89023,269.6475901
IA,09/15/12,52130.29488,240.4507518
IA,10/15/12,52041.69953,207.6139559
IA,11/15/12,51953.10418,173.9273261
IA,12/15/12,52318.05424,157.1330323
IA,01/15/13,52683.00431,145.4009224
IA,02/15/13,53047.95437,137.2965019
IA,03/15/13,52794.30223,110.9917979
IA,04/15/13,52540.6501,82.4465011
IA,05/15/13,52286.99796,55.62435451
IA,06/15/13,52472.52201,48.96743802
IA,07/15/13,52658.04607,48.36249505
IA,08/15/13,52843.57012,53.12250654
IA,09/15/13,53001.92297,61.66469995
IA,10/15/13,53160.27583,67.71742615
IA,11/15/13,53318.62868,69.92382654
IA,12/15/13,53059.72002,53.1711689
IA,01/15/14,52800.81137,35.83929522
IA,02/15/14,52541.90271,21.35600066
IA,03/15/14,53382.27753,49.38919478
IA,04/15/14,54222.65235,93.53426132
IA,05/15/14,55063.02717,147.7800635
IA,06/15/14,55293.64066,186.013442
IA,07/15/14,55524.25414,222.4649883
IA,08/15/14,55754.86763,256.8869589
IA,09/15/14,55964.46659,288.3388226
IA,10/15/14,56174.06555,315.6432536
IA,11/15/14,56383.66451,338.5186802
IA,12/15/14,55865.36959,332.6870285
IA,01/15/15,55347.07466,285.8176235
IA,02/15/15,54828.77974,199.3356651
IA,03/15/15,55168.69285,102.9589246
IA,04/15/15,55508.60595,35.67730615
IA,05/15/15,55848.51906,0.24059967
IA,06/15/15,56028.63874,-5.869320495
IA,07/15/15,56208.75842,-2.477037692
IA,08/15/15,56388.8781,10.69488621
IA,09/15/15,56204.15797,21.89620401
IA,10/15/15,56019.43783,32.60071709
IA,11/15/15,55834.7177,44.97501423
IA,12/15/15,55649.99757,61.18568385
IA,01/15/16,55465.27743,55.40339555
IA,02/15/16,55280.5573,25.79532082
IA,03/15/16,55095.83717,-29.47136852
IA,04/15/16,54911.11703,-79.22150016
KS,05/15/06,40913.99,
KS,06/15/06,41070.77829,
KS,07/15/06,41227.56737,
KS,08/15/06,41384.36,
KS,09/15/06,41674.67995,
KS,10/15/06,41965.00345,
KS,11/15/06,42255.33,
KS,12/15/06,42577.90682,
KS,01/15/07,42900.48669,
KS,02/15/07,43223.06655,
KS,03/15/07,43502.30995,
KS,04/15/07,43781.55336,
KS,05/15/07,44060.79676,275.353506
KS,06/15/07,44094.69796,277.7067504
KS,07/15/07,44128.59917,269.7315445
KS,08/15/07,44162.50037,252.1030959
KS,09/15/07,44190.76402,225.3107595
KS,10/15/07,44219.02768,195.1966589
KS,11/15/07,44247.29133,163.2006832
KS,12/15/07,44569.58849,140.4561339
KS,01/15/08,44891.88566,128.0279613
KS,02/15/08,45214.18282,125.9177181
KS,03/15/08,45325.10527,127.1585607
KS,04/15/08,45436.02771,131.2466545
KS,05/15/08,45546.95016,139.1068406
KS,06/15/08,45460.21072,145.1476331
KS,07/15/08,45373.47128,141.9436883
KS,08/15/08,45286.73184,130.1578671
KS,09/15/08,44832.773,98.34689593
KS,10/15/08,44378.81415,48.97449516
KS,11/15/08,43924.85531,-15.30976027
KS,12/15/08,43636.38679,-86.40057176
KS,01/15/09,43347.91827,-151.2486715
KS,02/15/09,43059.44975,-206.4982037
KS,03/15/09,43001.83117,-241.1828757
KS,04/15/09,42944.21258,-261.3450353
KS,05/15/09,42886.594,-266.0586329
KS,06/15/09,42931.29086,-251.024582
KS,07/15/09,42975.98771,-223.4813865
KS,08/15/09,43020.68457,-184.1512235
KS,09/15/09,43313.93466,-125.5622079
KS,10/15/09,43607.18476,-63.92601703
KS,11/15/09,43900.43485,-3.34819522
KS,12/15/09,43835.38035,40.25347505
KS,01/15/10,43770.32585,71.10716907
KS,02/15/10,43705.27135,87.98533725
KS,03/15/10,43994.78195,101.3493894
KS,04/15/10,44284.29255,116.9024599
KS,05/15/10,44573.80315,132.7372452
KS,06/15/10,44900.50157,148.1724145
KS,07/15/10,45227.19998,165.0315448
KS,08/15/10,45553.8984,181.765177
KS,09/15/10,45766.2041,193.0526638
KS,10/15/10,45978.50979,207.5328168
KS,11/15/10,46190.81549,225.6503861
KS,12/15/10,46250.3433,242.813487
KS,01/15/11,46309.87112,246.5253625
KS,02/15/11,46369.39893,236.101494
KS,03/15/11,46778.46182,222.3804978
KS,04/15/11,47187.5247,216.3944522
KS,05/15/11,47596.58759,217.4864769
KS,06/15/11,47901.05512,221.5514924
KS,07/15/11,48205.52265,229.9376187
KS,08/15/11,48509.99018,242.767003
KS,09/15/11,48783.86319,259.153183
KS,10/15/11,49057.73621,274.9866884
KS,11/15/11,49331.60922,289.9292365
KS,12/15/11,49302.17151,293.6432913
KS,01/15/12,49272.7338,281.5810405
KS,02/15/12,49243.29609,254.2313061
KS,03/15/12,49239.36799,212.9238854
KS,04/15/12,49235.4399,171.4510946
KS,05/15/12,49231.5118,132.0821141
KS,06/15/12,49083.96455,92.3514283
KS,07/15/12,48936.41731,51.29443648
KS,08/15/12,48788.87006,11.39473599
KS,09/15/12,48875.85168,-17.13235451
KS,10/15/12,48962.8333,-34.26856978
KS,11/15/12,49049.81492,-38.98703368
KS,12/15/12,49067.14928,-32.55693429
KS,01/15/13,49084.48363,-25.23451582
KS,02/15/13,49101.81799,-17.27676731
KS,03/15/13,49096.20644,-9.697136703
KS,04/15/13,49090.59489,-1.645398132
KS,05/15/13,49084.98334,6.887698516
KS,06/15/13,49133.22246,17.68669945
KS,07/15/13,49181.46157,24.9411578
KS,08/15/13,49229.70069,27.57532505
KS,09/15/13,49423.43424,29.30997126
KS,10/15/13,49617.16778,37.29026802
KS,11/15/13,49810.90133,50.92966665
KS,12/15/13,49681.7062,58.99561764
KS,01/15/14,49552.51107,59.99716456
KS,02/15/14,49423.31594,54.73941412
KS,03/15/14,49762.90047,59.48174824
KS,04/15/14,50102.48501,71.57102692
KS,05/15/14,50442.06954,89.11056802
KS,06/15/14,50632.97805,105.3022825
KS,07/15/14,50823.88657,121.1375698
KS,08/15/14,51014.79508,135.8325314
KS,09/15/14,51008.03815,142.0868268
KS,10/15/14,51001.28122,145.7985717
KS,11/15/14,50994.52429,148.0693618
KS,12/15/14,50818.87646,144.4329615
KS,01/15/15,50643.22862,124.4986047
KS,02/15/15,50467.58079,88.52152648
KS,03/15/15,50633.63585,48.02189181
KS,04/15/15,50799.6909,19.40743352
KS,05/15/15,50965.74596,3.631610989
KS,06/15/15,50918.96396,-5.368723846
KS,07/15/15,50872.18196,-11.18898643
KS,08/15/15,50825.39996,-12.52318456
KS,09/15/15,50788.28755,-7.746549066
KS,10/15/15,50751.17514,-3.20873467
KS,11/15/15,50714.06273,1.257046978
KS,12/15/15,50676.95032,5.817584231
KS,01/15/16,50639.83791,4.143861593
KS,02/15/16,50602.7255,-4.525304945
KS,03/15/16,50565.61309,-20.95109868
KS,04/15/16,50528.50068,-32.7522844
KY,05/15/06,36229.97,
KY,06/15/06,36257.79599,
KY,07/15/06,36285.61831,
KY,08/15/06,36313.44,
KY,09/15/06,36272.981,
KY,10/15/06,36232.52138,
KY,11/15/06,36192.06,
KY,12/15/06,36174.54277,
KY,01/15/07,36157.02378,
KY,02/15/07,36139.50479,
KY,03/15/07,36261.62747,
KY,04/15/07,36383.75016,
KY,05/15/07,36505.87284,7.568691795
KY,06/15/07,36510.79728,14.53509229
KY,07/15/07,36515.72172,21.19093912
KY,08/15/07,36520.64616,27.66204478
KY,09/15/07,36661.17645,38.54474429
KY,10/15/07,36801.70675,50.59353516
KY,11/15/07,36942.23704,62.81396698
KY,12/15/07,36922.00088,68.91159681
KY,01/15/08,36901.76473,69.65763901
KY,02/15/08,36881.52857,65.06702269
KY,03/15/08,37042.59248,61.13160275
KY,04/15/08,37203.6564,62.24098824
KY,05/15/08,37364.72031,68.18121637
KY,06/15/08,37318.20472,71.89504379
KY,07/15/08,37271.68913,69.80142978
KY,08/15/08,37225.17354,62.18301187
KY,09/15/08,37003.85237,43.55960626
KY,10/15/08,36782.53119,20.38993
KY,11/15/08,36561.21002,-5.337821319
KY,12/15/08,36354.20925,-31.16335209
KY,01/15/09,36147.20847,-61.36047632
KY,02/15/09,35940.2077,-94.90301407
KY,03/15/09,35848.37899,-126.9679054
KY,04/15/09,35756.55028,-150.188705
KY,05/15/09,35664.72157,-163.1758926
KY,06/15/09,35806.94332,-156.8239995
KY,07/15/09,35949.16508,-139.0133238
KY,08/15/09,36091.38683,-110.7808844
KY,09/15/09,36368.9779,-68.70097467
KY,10/15/09,36646.56898,-21.2776917
KY,11/15/09,36924.16005,28.74768769
KY,12/15/09,36980.07133,71.32576286
KY,01/15/10,37035.98261,105.4840632
KY,02/15/10,37091.89389,129.7780166
KY,03/15/10,37424.87729,151.8972974
KY,04/15/10,37757.86068,173.304654
KY,05/15/10,38090.84408,191.6659541
KY,06/15/10,38260.01039,199.246502
KY,07/15/10,38429.17671,203.6142002
KY,08/15/10,38598.34302,204.6210016
KY,09/15/10,38639.96392,197.9140652
KY,10/15/10,38681.58482,189.2526552
KY,11/15/10,38723.20572,179.9333113
KY,12/15/10,38668.22514,168.0679084
KY,01/15/11,38613.24457,146.9576179
KY,02/15/11,38558.26399,117.2117353
KY,03/15/11,38758.0177,87.83739033
KY,04/15/11,38957.77141,68.70085989
KY,05/15/11,39157.52512,60.53417489
KY,06/15/11,39304.18043,62.31887022
KY,07/15/11,39450.83573,68.77806896
KY,08/15/11,39597.49104,80.03545868
KY,09/15/11,39859.58808,100.0204972
KY,10/15/11,40121.68512,123.3169834
KY,11/15/11,40383.78216,148.7135099
