addr_state,issue_d,gdp,gdp_LSFT
MS,10/15/10,32243.50885,112.824537
MS,11/15/10,32236.47864,105.5769445
MS,12/15/10,32099.28739,89.99691819
MS,01/15/11,31962.09613,67.13632434
MS,02/15/11,31824.90488,38.06950044
MS,03/15/11,31961.04907,12.88184209
MS,04/15/11,32097.19327,-2.779411703
MS,05/15/11,32233.33746,-8.473946978
MS,06/15/11,32379.0311,-3.446631648
MS,07/15/11,32524.72473,7.509113022
MS,08/15/11,32670.41837,24.04095176
MS,09/15/11,32888.14251,48.17118077
MS,10/15/11,33105.86665,75.7440478
MS,11/15/11,33323.59079,105.5246392
MS,12/15/11,33569.75073,137.2154847
MS,01/15/12,33815.91067,164.4192356
MS,02/15/12,34062.07061,185.0295664
MS,03/15/12,34193.57148,193.1601829
MS,04/15/12,34325.07234,197.8476559
MS,05/15/12,34456.57321,199.117499
MS,06/15/12,34409.56925,191.1104499
MS,07/15/12,34362.56529,175.2001038
MS,08/15/12,34315.56133,152.4452382
MS,09/15/12,34182.81915,121.0780968
MS,10/15/12,34050.07698,85.39895082
MS,11/15/12,33917.3348,47.33343912
MS,12/15/12,34105.6936,19.39294736
MS,01/15/13,34294.05239,2.832507857
MS,02/15/13,34482.41119,-2.03029033
MS,03/15/13,34350.66689,-5.430707967
MS,04/15/13,34218.92258,-9.702312692
MS,05/15/13,34087.17828,-13.39870247
MS,06/15/13,34353.42253,-1.952973297
MS,07/15/13,34619.66679,17.02895654
MS,08/15/13,34885.91104,41.82594264
MS,09/15/13,34797.33106,59.0193389
MS,10/15/13,34708.75107,65.53996082
MS,11/15/13,34620.17109,61.14515973
MS,12/15/13,34571.03918,46.89277165
MS,01/15/14,34521.90728,34.67343753
MS,02/15/14,34472.77537,25.7920506
MS,03/15/14,34704.45717,30.81110005
MS,04/15/14,34936.13898,37.18089005
MS,05/15/14,35167.82078,42.90457313
MS,06/15/14,35173.33573,38.52925291
MS,07/15/14,35178.85067,38.60800929
MS,08/15/14,35184.36562,44.57342159
MS,09/15/14,35251.90338,59.9027761
MS,10/15/14,35319.44114,72.04078093
MS,11/15/14,35386.9789,80.12964593
MS,12/15/14,35338.27022,79.47928143
MS,01/15/15,35289.56154,71.3878478
MS,02/15/15,35240.85286,55.85302
MS,03/15/15,35366.76722,38.62927577
MS,04/15/15,35492.68159,29.55535005
MS,05/15/15,35618.59595,29.21238264
MS,06/15/15,35761.69132,38.74791989
MS,07/15/15,35904.78669,49.94997544
MS,08/15/15,36047.88206,62.06261253
MS,09/15/15,36111.13646,71.69777522
MS,10/15/15,36174.39087,80.92370681
MS,11/15/15,36237.64527,89.76394187
MS,12/15/15,36300.89967,98.24201533
MS,01/15/16,36364.15408,101.9104455
MS,02/15/16,36427.40848,100.1540504
MS,03/15/16,36490.66288,92.35764808
MS,04/15/16,36553.91729,84.62232797
MO,05/15/06,40273.29,
MO,06/15/06,40228.94977,
MO,07/15/06,40184.60616,
MO,08/15/06,40140.26,
MO,09/15/06,40159.62387,
MO,10/15/06,40178.98517,
MO,11/15/06,40198.35,
MO,12/15/06,40240.96329,
MO,01/15/07,40283.5801,
MO,02/15/07,40326.19691,
MO,03/15/07,40586.37832,
MO,04/15/07,40846.55973,
MO,05/15/07,41106.74114,58.04131152
MO,06/15/07,41212.07424,82.38753218
MO,07/15/07,41317.40733,103.3426124
MO,08/15/07,41422.74043,120.0841532
MO,09/15/07,41446.07158,129.086394
MO,10/15/07,41469.40273,132.4276845
MO,11/15/07,41492.73388,130.0862121
MO,12/15/07,41495.97184,121.3777519
MO,01/15/08,41499.2098,107.285336
MO,02/15/08,41502.44776,88.02533181
MO,03/15/08,41674.89402,69.39240214
MO,04/15/08,41847.34028,59.04106764
MO,05/15/08,42019.78654,57.45338956
MO,06/15/08,41910.65774,55.82873489
MO,07/15/08,41801.52894,50.24057637
MO,08/15/08,41692.40014,41.86727571
MO,09/15/08,42062.20551,47.6762339
MO,10/15/08,42432.01087,63.06038511
MO,11/15/08,42801.81624,86.11602522
MO,12/15/08,42483.24579,92.24574137
MO,01/15/09,42164.67535,82.55529912
MO,02/15/09,41846.1049,58.81287615
MO,03/15/09,41758.19582,30.39087154
MO,04/15/09,41670.28675,4.298105055
MO,05/15/09,41582.37767,-18.03489984
MO,06/15/09,41683.62046,-28.94184335
MO,07/15/09,41784.86324,-38.86130797
MO,08/15/09,41886.10603,-48.94918115
MO,09/15/09,41977.63989,-60.68142538
MO,10/15/09,42069.17374,-56.74003808
MO,11/15/09,42160.7076,-35.59605489
MO,12/15/09,42252.30803,4.281683462
MO,01/15/10,42343.90846,37.94578247
MO,02/15/10,42435.50889,63.14255637
MO,03/15/10,42480.8338,76.09275209
MO,04/15/10,42526.1587,83.66853538
MO,05/15/10,42571.48361,85.13785214
MO,06/15/10,42631.99504,80.26930165
MO,07/15/10,42692.50646,75.52245819
MO,08/15/10,42753.01789,71.12112044
MO,09/15/10,42783.48016,66.29845577
MO,10/15/10,42813.94242,61.06994742
MO,11/15/10,42844.40469,55.77115357
MO,12/15/10,42638.69852,42.95186
MO,01/15/11,42432.99236,24.2478144
MO,02/15/11,42227.28619,1.292569121
MO,03/15/11,42322.72272,-14.35254176
MO,04/15/11,42418.15925,-24.48842341
MO,05/15/11,42513.59578,-29.39041478
MO,06/15/11,42636.38932,-28.43197467
MO,07/15/11,42759.18287,-21.45465764
MO,08/15/11,42881.97641,-8.800673846
MO,09/15/11,43056.34339,10.88799093
MO,10/15/11,43230.71038,35.83002016
MO,11/15/11,43405.07736,65.23472786
MO,12/15/11,43512.78301,96.11380286
MO,01/15/12,43620.48867,118.9594298
MO,02/15/12,43728.19432,132.0495657
MO,03/15/12,43813.35577,132.9189518
MO,04/15/12,43898.51723,131.5518264
MO,05/15/12,43983.67868,128.0046454
MO,06/15/12,43998.11299,120.0022015
MO,07/15/12,44012.5473,109.0417545
MO,08/15/12,44026.98161,95.71868511
MO,09/15/12,44113.44847,83.00307286
MO,10/15/12,44199.91534,73.07810907
MO,11/15/12,44286.3822,66.42676143
MO,12/15/12,44586.64721,70.58028797
MO,01/15/13,44886.91221,82.28304363
MO,02/15/13,45187.17722,100.4770107
MO,03/15/13,45180.18096,113.974678
MO,04/15/13,45173.18471,122.5391915
MO,05/15/13,45166.18845,126.6769123
MO,06/15/13,45255.46988,130.0681908
MO,07/15/13,45344.75132,129.9701155
MO,08/15/13,45434.03275,125.9714382
MO,09/15/13,45583.4572,119.6436477
MO,10/15/13,45732.88164,113.0155225
MO,11/15/13,45882.30609,105.7411425
MO,12/15/13,45849.9348,91.48132027
MO,01/15/14,45817.56351,79.11201857
MO,02/15/14,45785.19222,70.46090896
MO,03/15/14,46050.16896,77.15834604
MO,04/15/14,46315.14569,87.58047995
MO,05/15/14,46580.12243,100.2329543
MO,06/15/14,46752.81653,110.5791268
MO,07/15/14,46925.51063,121.3346758
MO,08/15/14,47098.20473,132.0412903
MO,09/15/14,47198.41819,139.8511871
MO,10/15/14,47298.63166,147.0174934
MO,11/15/14,47398.84512,153.8105984
MO,12/15/14,47390.82225,156.932662
MO,01/15/15,47382.79938,150.2566354
MO,02/15/15,47374.77651,133.6487361
MO,03/15/15,47650.89163,116.3423681
MO,04/15/15,47927.00674,108.0790134
MO,05/15/15,48203.12186,108.7974722
MO,06/15/15,48301.06446,112.5627255
MO,07/15/15,48399.00706,116.7432112
MO,08/15/15,48496.94966,121.7496515
MO,09/15/15,48595.7641,128.0215112
MO,10/15/15,48694.57854,133.1770054
MO,11/15/15,48793.39298,137.2238215
MO,12/15/15,48892.20742,140.1696461
MO,01/15/16,48991.02186,137.8592303
MO,02/15/16,49089.8363,129.7055559
MO,03/15/16,49188.65074,115.1216047
MO,04/15/16,49287.46518,104.4487429
MT,05/15/06,33962.1,
MT,06/15/06,34195.30843,
MT,07/15/06,34428.516,
MT,08/15/06,34661.72,
MT,09/15/06,34763.02402,
MT,10/15/06,34864.32446,
MT,11/15/06,34965.62,
MT,12/15/06,35342.57809,
MT,01/15/07,35719.53128,
MT,02/15/07,36096.48447,
MT,03/15/07,36390.40031,
MT,04/15/07,36684.31614,
MT,05/15/07,36978.23198,247.7193044
MT,06/15/07,37017.82319,252.0571097
MT,07/15/07,37057.4144,249.8799588
MT,08/15/07,37097.00561,242.2516779
MT,09/15/07,37313.15455,236.0566775
MT,10/15/07,37529.30349,226.3153351
MT,11/15/07,37745.45243,212.3966149
MT,12/15/07,37743.91256,186.4929271
MT,01/15/08,37742.37269,159.7713571
MT,02/15/08,37740.83282,134.3115373
MT,03/15/08,37846.31608,115.7213347
MT,04/15/08,37951.79934,102.2985982
MT,05/15/08,38057.2826,95.07867126
MT,06/15/08,38067.61689,91.96011885
MT,07/15/08,38077.95117,84.71936445
MT,08/15/08,38088.28546,73.51716077
MT,09/15/08,37779.86878,48.00598637
MT,10/15/08,37471.45211,16.88865478
MT,11/15/08,37163.03543,-16.95260571
MT,12/15/08,36864.30156,-50.31635291
MT,01/15/09,36565.56769,-88.74620692
MT,02/15/09,36266.83382,-130.6092337
MT,03/15/09,36123.87272,-169.1371331
MT,04/15/09,35980.91161,-199.4365915
MT,05/15/09,35837.95051,-220.1425296
MT,06/15/09,35981.31776,-220.4504724
MT,07/15/09,36124.685,-204.2281498
MT,08/15/09,36268.05225,-172.206512
MT,09/15/09,36306.64879,-128.5704886
MT,10/15/09,36345.24534,-85.73501901
MT,11/15/09,36383.84188,-45.60676923
MT,12/15/09,36895.26998,5.495447967
MT,01/15/10,37406.69807,63.43940637
MT,02/15/10,37918.12617,123.773667
MT,03/15/10,37897.75116,164.5148197
MT,04/15/10,37877.37615,190.1246807
MT,05/15/10,37857.00114,199.9296996
MT,06/15/10,37970.72871,197.677291
MT,07/15/10,38084.45627,192.969706
MT,08/15/10,38198.18384,185.9698002
MT,09/15/10,38351.33094,178.139974
MT,10/15/10,38504.47804,165.3968495
MT,11/15/10,38657.62514,147.1110282
MT,12/15/10,39144.89902,133.6682798
MT,01/15/11,39632.17291,140.7891737
MT,02/15/11,40119.44679,168.6064246
MT,03/15/11,40331.10547,208.166533
MT,04/15/11,40542.76415,240.6626179
MT,05/15/11,40754.42283,264.8197687
MT,06/15/11,40829.08889,274.8468351
MT,07/15/11,40903.75495,275.3794047
MT,08/15/11,40978.42101,266.6321009
MT,09/15/11,41279.65981,256.2889787
MT,10/15/11,41580.8986,244.835892
MT,11/15/11,41882.1374,231.4591507
MT,12/15/11,41916.53991,206.5482631
MT,01/15/12,41950.94243,183.6067026
MT,02/15/12,41985.34494,165.1227732
MT,03/15/12,41888.8382,149.2690895
MT,04/15/12,41792.33146,128.6526524
MT,05/15/12,41695.82472,104.9666787
MT,06/15/12,41808.55212,86.80221379
MT,07/15/12,41921.27953,69.43388945
MT,08/15/12,42034.00693,52.65257709
MT,09/15/12,41997.34857,31.32434319
MT,10/15/12,41960.6902,14.77519621
MT,11/15/12,41924.03184,4.861713956
MT,12/15/12,42099.17359,10.42289577
MT,01/15/13,42274.31534,21.88864835
MT,02/15/13,42449.45709,38.48567956
MT,03/15/13,42418.89085,52.65911445
MT,04/15/13,42388.3246,59.73095269
MT,05/15/13,42357.75836,59.33888423
MT,06/15/13,42452.41245,55.24874137
MT,07/15/13,42547.06655,54.45765714
MT,08/15/13,42641.72064,57.06493544
MT,09/15/13,42738.00623,63.22366555
MT,10/15/13,42834.29181,67.2785806
MT,11/15/13,42930.5774,68.49921934
MT,12/15/13,42899.03963,61.9411639
MT,01/15/14,42867.50186,55.72243725
MT,02/15/14,42835.96409,50.97864115
MT,03/15/14,43195.43673,61.73583044
MT,04/15/14,43554.90938,79.06935258
MT,05/15/14,43914.38202,100.836136
MT,06/15/14,43945.55364,114.0699998
MT,07/15/14,43976.72527,123.2478918
MT,08/15/14,44007.89689,128.7186168
MT,09/15/14,43936.54055,127.4509365
MT,10/15/14,43865.18421,120.4197462
MT,11/15/14,43793.82787,108.5461551
MT,12/15/14,43810.86736,95.6654211
MT,01/15/15,43827.90685,77.2966794
MT,02/15/15,43844.94634,53.17302192
MT,03/15/15,44137.12216,32.09796912
MT,04/15/15,44429.29797,27.33173648
MT,05/15/15,44721.47379,39.24408753
MT,06/15/15,44747.3906,59.42701511
MT,07/15/15,44773.3074,77.08628093
MT,08/15/15,44799.22421,92.25075835
MT,09/15/15,44691.58395,100.5463393
MT,10/15/15,44583.94368,98.79234297
MT,11/15/15,44476.30342,87.18813198
MT,12/15/15,44368.66316,65.93306852
MT,01/15/16,44261.02289,38.62635407
MT,02/15/16,44153.38263,5.953042582
MT,03/15/16,44045.74237,-31.40181236
MT,04/15/16,43938.1021,-62.17099099
NE,05/15/06,44811.31,
NE,06/15/06,44614.7904,
NE,07/15/06,44418.27216,
NE,08/15/06,44221.75,
NE,09/15/06,44385.57369,
NE,10/15/06,44549.39348,
NE,11/15/06,44713.21,
NE,12/15/06,44992.94903,
NE,01/15/07,45272.68481,
NE,02/15/07,45552.42058,
NE,03/15/07,45852.61144,
NE,04/15/07,46152.80229,
NE,05/15/07,46452.99315,162.0181393
NE,06/15/07,46509.52687,199.0816279
NE,07/15/07,46566.0606,221.1196024
NE,08/15/07,46622.59432,226.7416669
NE,09/15/07,46861.7796,220.5789062
NE,10/15/07,47100.96489,214.0965
NE,11/15/07,47340.15017,206.8803518
NE,12/15/07,47404.69072,192.7588471
NE,01/15/08,47469.23128,176.7357836
NE,02/15/08,47533.77183,159.9935523
NE,03/15/08,47718.80151,147.6867137
NE,04/15/08,47903.83119,141.1223651
NE,05/15/08,48088.86087,140.9332598
NE,06/15/08,48112.81105,142.4418386
NE,07/15/08,48136.76123,137.7944791
NE,08/15/08,48160.71141,127.1702121
NE,09/15/08,47681.31685,94.154285
NE,10/15/08,47201.9223,48.71641907
NE,11/15/08,46722.52774,-5.195144835
NE,12/15/08,47086.85513,-35.81715681
NE,01/15/09,47451.18252,-50.55431588
NE,02/15/09,47815.50991,-51.05380209
NE,03/15/09,47589.64048,-58.41983423
NE,04/15/09,47363.77106,-66.42255544
NE,05/15/09,47137.90163,-72.80427868
NE,06/15/09,47285.51625,-62.99465555
NE,07/15/09,47433.13086,-42.98347451
NE,08/15/09,47580.74548,-13.45021011
NE,09/15/09,47972.62169,32.97824258
NE,10/15/09,48364.4979,74.9208989
NE,11/15/09,48756.37411,107.5905572
NE,12/15/09,48790.11416,114.3933285
NE,01/15/10,48823.8542,124.9606358
NE,02/15/10,48857.59425,141.1088935
NE,03/15/10,49178.60163,174.1248669
NE,04/15/10,49499.60902,201.5467009
NE,05/15/10,49820.6164,220.3695777
NE,06/15/10,50023.55308,223.6962387
NE,07/15/10,50226.48976,223.5353776
NE,08/15/10,50429.42644,219.5830266
NE,09/15/10,50606.96499,210.6979177
NE,10/15/10,50784.50355,206.1103106
NE,11/15/10,50962.0421,206.9978843
NE,12/15/10,51668.11706,231.9625955
NE,01/15/11,52374.19201,265.5036095
NE,02/15/11,53080.26697,303.9267783
NE,03/15/11,53189.80748,323.8719836
NE,04/15/11,53299.34798,335.9714825
NE,05/15/11,53408.88849,341.3871816
NE,06/15/11,53553.13881,342.425266
NE,07/15/11,53697.38913,335.5157474
NE,08/15/11,53841.63945,320.9810785
NE,09/15/11,54133.53709,304.0112057
NE,10/15/11,54425.43474,283.1404819
NE,11/15/11,54717.33238,257.7405603
NE,12/15/11,54573.53115,212.8193949
NE,01/15/12,54429.72993,170.4709129
NE,02/15/12,54285.9287,135.3647626
NE,03/15/12,54601.51138,127.3151185
NE,04/15/12,54917.09405,125.5239095
NE,05/15/12,55232.67673,128.8590356
NE,06/15/12,55220.54457,125.3846115
NE,07/15/12,55208.41242,117.1041614
NE,08/15/12,55196.28026,104.8769293
NE,09/15/12,55303.58962,93.49979203
NE,10/15/12,55410.89897,88.85446473
NE,11/15/12,55518.20833,91.95516945
NE,12/15/12,56307.20712,126.2894051
NE,01/15/13,57096.2059,172.3681975
NE,02/15/13,57885.20469,225.0662726
NE,03/15/13,57556.00957,242.3948198
NE,04/15/13,57226.81446,243.041099
NE,05/15/13,56897.61934,230.5478446
NE,06/15/13,57034.11659,223.8102878
NE,07/15/13,57170.61383,211.2079973
NE,08/15/13,57307.11108,191.9243287
NE,09/15/13,57314.83713,160.8974323
NE,10/15/13,57322.56317,122.6121011
NE,11/15/13,57330.28922,77.61549632
NE,12/15/13,57263.57213,24.00060984
NE,01/15/14,57196.85503,-11.05754516
NE,02/15/14,57130.13794,-22.85723308
NE,03/15/14,57754.0922,16.0726672
NE,04/15/14,58378.04647,63.63153599
NE,05/15/14,59002.00073,114.5822888
NE,06/15/14,59045.1008,144.5388015
NE,07/15/14,59088.20088,169.3667416
NE,08/15/14,59131.30095,189.5792795
NE,09/15/14,59406.58081,213.3438657
NE,10/15/14,59681.86068,234.9452203
NE,11/15/14,59957.14054,252.9132665
NE,12/15/14,59664.91581,247.0689864
NE,01/15/15,59372.69107,216.1972631
NE,02/15/15,59080.46634,161.5371496
NE,03/15/15,59478.55917,107.0854209
NE,04/15/15,59876.65199,76.85245879
NE,05/15/15,60274.74482,72.07926082
NE,06/15/15,60402.96126,85.10979973
NE,07/15/15,60531.17771,96.32736423
NE,08/15/15,60659.39415,105.264282
NE,09/15/15,60582.58809,104.6938968
NE,10/15/15,60505.78202,104.2050251
NE,11/15/15,60428.97596,105.7322057
NE,12/15/15,60352.1699,111.2099763
NE,01/15/16,60275.36383,100.7457749
NE,02/15/16,60198.55777,73.15598264
NE,03/15/16,60121.75171,27.2569806
NE,04/15/16,60044.94564,-11.58417516
NV,05/15/06,50058.59,
NV,06/15/06,49900.59074,
NV,07/15/06,49742.59464,
NV,08/15/06,49584.6,
NV,09/15/06,49683.33803,
NV,10/15/06,49782.07752,
NV,11/15/06,49880.82,
NV,12/15/06,49944.15785,
NV,01/15/07,50007.49869,
NV,02/15/07,50070.83952,
NV,03/15/07,50095.51917,
NV,04/15/07,50120.19881,
NV,05/15/07,50144.87846,29.10226784
NV,06/15/07,50269.01634,45.63254344
NV,07/15/07,50393.15423,59.02229764
NV,08/15/07,50517.29211,67.7213433
NV,09/15/07,50653.28566,70.57033995
NV,10/15/07,50789.27921,75.82840608
NV,11/15/07,50925.27276,83.2908491
NV,12/15/07,50475.22978,73.43309081
NV,01/15/08,50025.1868,47.90893247
NV,02/15/08,49575.14382,9.539164286
NV,03/15/08,49341.87969,-31.70886808
NV,04/15/08,49108.61557,-75.69243527
NV,05/15/08,48875.35144,-120.9942646
NV,06/15/08,48800.50634,-160.9744767
NV,07/15/08,48725.66124,-191.2609159
NV,08/15/08,48650.81614,-210.7602686
NV,09/15/08,48236.41512,-229.5733734
NV,10/15/08,47822.01409,-244.2852383
NV,11/15/08,47407.61307,-251.8717169
NV,12/15/08,46824.5258,-254.8697485
NV,01/15/09,46241.43854,-271.8682056
NV,02/15/09,45658.35127,-302.1360762
NV,03/15/09,45280.19698,-338.1863152
NV,04/15/09,44902.04269,-372.0762675
NV,05/15/09,44523.8884,-403.0098329
NV,06/15/09,44322.61056,-424.3598202
NV,07/15/09,44121.33273,-430.2089382
NV,08/15/09,43920.05489,-419.862502
NV,09/15/09,43955.5053,-384.8215981
NV,10/15/09,43990.9557,-338.7520893
NV,11/15/09,44026.40611,-284.1256868
NV,12/15/09,43953.81238,-226.9759959
NV,01/15/10,43881.21864,-175.6690119
NV,02/15/10,43808.62491,-133.0096435
NV,03/15/10,43916.70187,-95.84662401
NV,04/15/10,44024.77882,-60.0955217
NV,05/15/10,44132.85578,-28.42793648
NV,06/15/10,44256.29763,-3.008933791
NV,07/15/10,44379.73947,20.20840368
NV,08/15/10,44503.18132,39.43990258
NV,09/15/10,44599.65408,52.01229758
NV,10/15/10,44696.12685,65.3945294
NV,11/15/10,44792.59961,79.25130962
NV,12/15/10,44610.87532,84.07601962
NV,01/15/11,44429.15104,76.90638346
NV,02/15/11,44247.42675,58.34201885
NV,03/15/11,44625.70973,47.44432269
NV,04/15/11,45003.99271,48.68482313
NV,05/15/11,45382.27569,60.57887132
NV,06/15/11,45360.29419,68.44628681
NV,07/15/11,45338.3127,73.59263418
NV,08/15/11,45316.3312,76.81694203
NV,09/15/11,45368.01928,81.34690758
NV,10/15/11,45419.70736,86.53950962
NV,11/15/11,45471.39544,92.64081819
NV,12/15/11,45527.23669,100.0338203
NV,01/15/12,45583.07795,98.24187989
NV,02/15/12,45638.9192,85.9596917
NV,03/15/12,45675.72617,61.25444654
NV,04/15/12,45712.53315,44.46416467
NV,05/15/12,45749.34012,37.46508753
NV,06/15/12,45693.66693,39.08466044
NV,07/15/12,45637.99375,36.3124706
NV,08/15/12,45582.32056,29.3336372
NV,09/15/12,45323.59854,11.63936159
NV,10/15/12,45064.87651,-12.63613907
NV,11/15/12,44806.15449,-41.7873144
NV,12/15/12,44973.78173,-60.05314429
NV,01/15/13,45141.40897,-67.91091978
NV,02/15/13,45309.03621,-65.97484923
NV,03/15/13,45229.42723,-63.00978632
NV,04/15/13,45149.81825,-59.0035867
NV,05/15/13,45070.20927,-53.31660192
NV,06/15/13,45198.49126,-38.45563577
NV,07/15/13,45326.77326,-18.48022714
NV,08/15/13,45455.05525,5.598881209
NV,09/15/13,45622.59461,34.06514522
NV,10/15/13,45790.13397,57.88255192
NV,11/15/13,45957.67333,74.70900544
NV,12/15/13,46090.59873,81.06129104
NV,01/15/14,46223.52414,91.18554863
NV,02/15/14,46356.44954,105.2724473
NV,03/15/14,46538.14379,125.1204207
NV,04/15/14,46719.83804,141.1430922
NV,05/15/14,46901.53229,151.9047298
NV,06/15/14,47100.93627,156.5534388
NV,07/15/14,47300.34026,161.5519877
NV,08/15/14,47499.74424,166.5095964
NV,09/15/14,47685.37017,170.5812629
NV,10/15/14,47870.99609,174.9618092
NV,11/15/14,48056.62202,179.551859
NV,12/15/14,47986.36048,175.8161847
NV,01/15/15,47916.09893,163.7300782
NV,02/15/15,47845.83739,144.4099522
NV,03/15/15,48201.42102,133.0110697
NV,04/15/15,48557.00465,130.185759
NV,05/15/15,48912.58828,134.9785837
NV,06/15/15,49058.1494,139.5102889
NV,07/15/15,49203.71051,144.6605513
NV,08/15/15,49349.27163,150.7252115
NV,09/15/15,49343.8635,153.0231009
NV,10/15/15,49338.45537,152.1496357
NV,11/15/15,49333.04724,149.1544533
NV,12/15/15,49327.63911,145.0871916
NV,01/15/16,49322.23098,131.1556627
NV,02/15/16,49316.82285,107.0035286
NV,03/15/16,49311.41472,72.27445236
NV,04/15/16,49306.00659,42.99075687
NH,05/15/06,44045.04,
NH,06/15/06,44200.66389,
NH,07/15/06,44356.29095,
NH,08/15/06,44511.92,
NH,09/15/06,45120.54575,
NH,10/15/06,45729.17349,
NH,11/15/06,46337.8,
NH,12/15/06,46030.53663,
NH,01/15/07,45723.27201,
NH,02/15/07,45416.0074,
NH,03/15/07,45790.91805,
NH,04/15/07,46165.82869,
NH,05/15/07,46540.73934,190.975996
NH,06/15/07,46009.0748,160.212119
NH,07/15/07,45477.41025,107.1150779
NH,08/15/07,44945.74571,35.46120037
NH,09/15/07,45237.81862,-23.81700645
NH,10/15/07,45529.89154,-54.04614114
NH,11/15/07,45821.96445,-53.48689179
NH,12/15/07,45787.33931,-31.17021152
NH,01/15/08,45752.71417,-18.78837302
NH,02/15/08,45718.08903,-17.83939538
NH,03/15/08,45664.75718,-30.43800242
NH,04/15/08,45611.42534,-31.74191863
NH,05/15/08,45558.09349,-19.39816401
NH,06/15/08,45921.51574,22.68538868
NH,07/15/08,46284.93798,59.70358566
NH,08/15/08,46648.36023,86.73836764
NH,09/15/08,46103.19323,68.9181839
NH,10/15/08,45558.02624,37.99943374
NH,11/15/08,45012.85924,-1.417663571
NH,12/15/08,45036.61617,-25.97715511
NH,01/15/09,45060.37309,-46.7700872
NH,02/15/09,45084.13002,-64.11724005
NH,03/15/09,45074.19922,-79.44997879
NH,04/15/09,45064.26841,-93.62347577
NH,05/15/09,45054.33761,-106.8761975
NH,06/15/09,45984.96815,-88.439095
NH,07/15/09,46915.59869,-27.6895511
NH,08/15/09,47846.22923,72.25590473
NH,09/15/09,47376.47214,162.1141186
NH,10/15/09,46906.71505,211.5172585
NH,11/15/09,46436.95796,220.0509848
NH,12/15/09,46609.70236,208.4823247
NH,01/15/10,46782.44676,194.7483997
NH,02/15/10,46955.19116,178.0305969
NH,03/15/10,47392.25259,166.2240525
NH,04/15/10,47829.31403,155.762181
NH,05/15/10,48266.37546,144.1889804
NH,06/15/10,48031.92631,106.9107384
NH,07/15/10,47797.47717,81.33650857
NH,08/15/10,47563.02802,73.86782747
NH,09/15/10,47586.07586,99.39514357
NH,10/15/10,47609.12371,109.0441126
NH,11/15/10,47632.17155,100.1070149
NH,12/15/10,47625.09822,68.88312533
NH,01/15/11,47618.02488,37.54182093
NH,02/15/11,47610.95155,7.071111593
NH,03/15/11,47809.00525,-14.77856363
NH,04/15/11,48007.05894,-17.98022753
NH,05/15/11,48205.11264,-1.220650055
NH,06/15/11,48110.10558,27.15205401
NH,07/15/11,48015.09853,44.23400824
NH,08/15/11,47920.09147,49.25904731
NH,09/15/11,48861.95331,75.64349676
NH,10/15/11,49803.81514,126.8278395
NH,11/15/11,50745.67698,197.7636476
NH,12/15/11,50274.1364,236.8068081
NH,01/15/12,49802.59581,245.5163329
NH,02/15/12,49331.05523,226.4442398
NH,03/15/12,49491.21973,202.9679892
NH,04/15/12,49651.38423,182.0581932
NH,05/15/12,49811.54873,163.9230337
NH,06/15/12,49951.02492,148.0886613
NH,07/15/12,50090.50112,123.605363
NH,08/15/12,50229.97731,89.18476945
NH,09/15/12,50321.37766,41.95359291
NH,10/15/12,50412.77802,20.76719027
NH,11/15/12,50504.17837,30.2984261
NH,12/15/12,50561.2448,74.08827857
NH,01/15/13,50618.31124,102.6366297
NH,02/15/13,50675.37767,113.0390447
NH,03/15/13,50630.83659,99.04139148
NH,04/15/13,50586.29551,82.5938683
NH,05/15/13,50541.75443,64.82123104
NH,06/15/13,50660.70159,52.23795786
NH,07/15/13,50779.64875,44.27481341
NH,08/15/13,50898.59591,41.04459495
NH,09/15/13,51060.35384,44.07144308
NH,10/15/13,51222.11177,51.38385989
NH,11/15/13,51383.8697,62.59526566
NH,12/15/13,51508.39703,76.09169753
NH,01/15/14,51632.92437,90.37060407
NH,02/15/14,51757.4517,105.061321
NH,03/15/14,52153.97016,128.7599242
NH,04/15/14,52550.48863,155.6933119
NH,05/15/14,52947.00709,183.4380796
NH,06/15/14,53071.61533,200.6067501
NH,07/15/14,53196.22357,212.5579406
NH,08/15/14,53320.83181,219.2605464
NH,09/15/14,53563.88783,224.5883346
NH,10/15/14,53806.94384,229.5059559
NH,11/15/14,54049.99986,233.5667181
NH,12/15/14,53731.23607,217.8023962
NH,01/15/15,53412.47229,183.4212734
NH,02/15/15,53093.7085,132.8590154
NH,03/15/15,53443.20738,90.58192473
NH,04/15/15,53792.70625,65.81509099
NH,05/15/15,54142.20513,58.81686429
NH,06/15/15,54516.97796,70.67880077
NH,07/15/15,54891.75079,91.06229654
NH,08/15/15,55266.52362,118.5928209
NH,09/15/15,55390.03431,143.6124758
NH,10/15/15,55513.54499,170.6829754
NH,11/15/15,55637.05568,200.461162
NH,12/15/15,55760.56637,233.6038786
NH,01/15/16,55884.07705,249.1595129
NH,02/15/16,56007.58774,244.6979863
NH,03/15/16,56131.09843,217.7892187
NH,04/15/16,56254.60911,191.7055408
NJ,05/15/06,54045.57,
NJ,06/15/06,54053.27057,
NJ,07/15/06,54060.97069,
NJ,08/15/06,54068.67,
NJ,09/15/06,54195.15262,
NJ,10/15/06,54321.63444,
NJ,11/15/06,54448.12,
NJ,12/15/06,54473.7926,
NJ,01/15/07,54499.46893,
NJ,02/15/07,54525.14527,
NJ,03/15/07,54925.64071,
NJ,04/15/07,55326.13615,
