addr_state,issue_d,unemp,unemp_LSFT
PA,09/15/09,0.079,0.002747253
PA,10/15/09,0.079,0.002049451
PA,11/15/09,0.078,0.001274725
PA,12/15/09,0.081,0.000615385
PA,01/15/10,0.095,0.000516484
PA,02/15/10,0.095,0.000818681
PA,03/15/10,0.092,0.001082418
PA,04/15/10,0.083,0.000994505
PA,05/15/10,0.086,0.000692308
PA,06/15/10,0.086,0.000554945
PA,07/15/10,0.087,0.000571429
PA,08/15/10,0.085,0.000543956
PA,09/15/10,0.077,0.000214286
PA,10/15/10,0.076,-0.000302198
PA,11/15/10,0.079,-0.000703297
PA,12/15/10,0.077,-0.001208791
PA,01/15/11,0.086,-0.001296703
PA,02/15/11,0.083,-0.000972527
PA,03/15/11,0.08,-0.000681319
PA,04/15/11,0.073,-0.000653846
PA,05/15/11,0.077,-0.000736264
PA,06/15/11,0.084,-0.00043956
PA,07/15/11,0.085,-9.89E-05
PA,08/15/11,0.083,0.00021978
PA,09/15/11,0.077,0.000285714
PA,10/15/11,0.075,2.20E-05
PA,11/15/11,0.073,-0.000335165
PA,12/15/11,0.074,-0.000527473
PA,01/15/12,0.083,-0.000472527
PA,02/15/12,0.082,-0.000137363
PA,03/15/12,0.078,-2.75E-05
PA,04/15/12,0.07,-0.000269231
PA,05/15/12,0.077,-0.000494505
PA,06/15/12,0.083,-0.00039011
PA,07/15/12,0.086,4.95E-05
PA,08/15/12,0.084,0.000450549
PA,09/15/12,0.075,0.000483516
PA,10/15/12,0.075,0.00032967
PA,11/15/12,0.072,1.10E-05
PA,12/15/12,0.076,-0.000236264
PA,01/15/13,0.088,-6.59E-05
PA,02/15/13,0.082,0.000175824
PA,03/15/13,0.077,0.00021978
PA,04/15/13,0.07,-9.34E-05
PA,05/15/13,0.073,-0.000571429
PA,06/15/13,0.078,-0.000631868
PA,07/15/13,0.078,-0.000467033
PA,08/15/13,0.075,-0.000258242
PA,09/15/13,0.069,-0.000263736
PA,10/15/13,0.068,-0.000565934
PA,11/15/13,0.065,-0.000928571
PA,12/15/13,0.062,-0.001450549
PA,01/15/14,0.069,-0.001532967
PA,02/15/14,0.068,-0.001148352
PA,03/15/14,0.066,-0.000950549
PA,04/15/14,0.054,-0.001252747
PA,05/15/14,0.06,-0.0015
PA,06/15/14,0.061,-0.001543956
PA,07/15/14,0.065,-0.001197802
PA,08/15/14,0.061,-0.000912088
PA,09/15/14,0.052,-0.000945055
PA,10/15/14,0.05,-0.001148352
PA,11/15/14,0.05,-0.001285714
PA,12/15/14,0.049,-0.001472527
PA,01/15/15,0.06,-0.001324176
PA,02/15/15,0.057,-0.000994505
PA,03/15/15,0.055,-0.000703297
PA,04/15/15,0.048,-0.000648352
PA,05/15/15,0.055,-0.000725275
PA,06/15/15,0.055,-0.000576923
PA,07/15/15,0.058,-0.000263736
PA,08/15/15,0.053,5.49E-05
PA,09/15/15,0.046,5.49E-05
PA,10/15/15,0.044,-0.000274725
PA,11/15/15,0.044,-0.000637363
PA,12/15/15,0.041,-0.001065934
PA,01/15/16,0.052,-0.001120879
PA,02/15/16,0.053,-0.000736264
PA,03/15/16,0.055,-0.000362637
PA,04/15/16,0.052,-0.000153846
PA,05/15/16,0.055,-9.89E-05
PA,06/15/16,0.056,0.00021978
RI,01/15/06,0.061,
RI,02/15/06,0.058,
RI,03/15/06,0.055,
RI,04/15/06,0.048,
RI,05/15/06,0.048,
RI,06/15/06,0.048,
RI,07/15/06,0.053,
RI,08/15/06,0.05,
RI,09/15/06,0.044,
RI,10/15/06,0.042,
RI,11/15/06,0.043,
RI,12/15/06,0.043,
RI,01/15/07,0.057,-0.00093956
RI,02/15/07,0.055,-0.000351648
RI,03/15/07,0.052,5.49E-05
RI,04/15/07,0.047,0.000214286
RI,05/15/07,0.047,0.000148352
RI,06/15/07,0.048,0.000120879
RI,07/15/07,0.055,0.000324176
RI,08/15/07,0.054,0.000648352
RI,09/15/07,0.05,0.00071978
RI,10/15/07,0.05,0.00056044
RI,11/15/07,0.052,0.000357143
RI,12/15/07,0.056,0.000269231
RI,01/15/08,0.072,0.000637363
RI,02/15/08,0.072,0.001384615
RI,03/15/08,0.072,0.001972527
RI,04/15/08,0.069,0.002252747
RI,05/15/08,0.071,0.002313187
RI,06/15/08,0.073,0.002307692
RI,07/15/08,0.081,0.002461538
RI,08/15/08,0.082,0.002736264
RI,09/15/08,0.08,0.002758242
RI,10/15/08,0.082,0.002549451
RI,11/15/08,0.087,0.00232967
RI,12/15/08,0.092,0.002148352
RI,01/15/09,0.111,0.002527473
RI,02/15/09,0.113,0.003285714
RI,03/15/09,0.114,0.003851648
RI,04/15/09,0.111,0.004087912
RI,05/15/09,0.11,0.003961538
RI,06/15/09,0.109,0.003653846
RI,07/15/09,0.114,0.003379121
RI,08/15/09,0.112,0.003120879
RI,09/15/09,0.107,0.002565934
RI,10/15/09,0.106,0.001763736
RI,11/15/09,0.106,0.000895604
RI,12/15/09,0.107,0.000120879
RI,01/15/10,0.121,-0.00010989
RI,02/15/10,0.119,0.000164835
RI,03/15/10,0.117,0.000406593
RI,04/15/10,0.112,0.0005
RI,05/15/10,0.112,0.000489011
RI,06/15/10,0.109,0.000335165
RI,07/15/10,0.114,0.000313187
RI,08/15/10,0.113,0.000423077
RI,09/15/10,0.107,0.000263736
RI,10/15/10,0.106,-9.34E-05
RI,11/15/10,0.107,-0.000450549
RI,12/15/10,0.108,-0.00078022
RI,01/15/11,0.12,-0.000686813
RI,02/15/11,0.117,-0.000225275
RI,03/15/11,0.115,0.000115385
RI,04/15/11,0.107,0.000137363
RI,05/15/11,0.107,2.20E-05
RI,06/15/11,0.105,-0.000131868
RI,07/15/11,0.111,-0.000164835
RI,08/15/11,0.11,-4.95E-05
RI,09/15/11,0.106,-8.24E-05
RI,10/15/11,0.108,-0.000241758
RI,11/15/11,0.109,-0.000412088
RI,12/15/11,0.109,-0.00056044
RI,01/15/12,0.122,-0.000252747
RI,02/15/12,0.118,0.000307692
RI,03/15/12,0.114,0.000631868
RI,04/15/12,0.105,0.000598901
RI,05/15/12,0.103,0.000247253
RI,06/15/12,0.101,-0.000148352
RI,07/15/12,0.105,-0.000456044
RI,08/15/12,0.102,-0.000631868
RI,09/15/12,0.096,-0.000994505
RI,10/15/12,0.095,-0.001467033
RI,11/15/12,0.095,-0.001802198
RI,12/15/12,0.092,-0.002126374
RI,01/15/13,0.105,-0.001928571
RI,02/15/13,0.1,-0.001373626
RI,03/15/13,0.098,-0.000917582
RI,04/15/13,0.09,-0.000769231
RI,05/15/13,0.09,-0.000835165
RI,06/15/13,0.089,-0.000928571
RI,07/15/13,0.094,-0.000857143
RI,08/15/13,0.093,-0.000626374
RI,09/15/13,0.089,-0.000576923
RI,10/15/13,0.088,-0.00071978
RI,11/15/13,0.088,-0.000857143
RI,12/15/13,0.087,-0.000989011
RI,01/15/14,0.099,-0.000796703
RI,02/15/14,0.094,-0.000307692
RI,03/15/14,0.09,-8.24E-05
RI,04/15/14,0.079,-0.000241758
RI,05/15/14,0.077,-0.00067033
RI,06/15/14,0.073,-0.001159341
RI,07/15/14,0.077,-0.001461538
RI,08/15/14,0.074,-0.001604396
RI,09/15/14,0.068,-0.001873626
RI,10/15/14,0.065,-0.002258242
RI,11/15/14,0.065,-0.002549451
RI,12/15/14,0.062,-0.002813187
RI,01/15/15,0.075,-0.002543956
RI,02/15/15,0.072,-0.001846154
RI,03/15/15,0.069,-0.001291209
RI,04/15/15,0.059,-0.001082418
RI,05/15/15,0.06,-0.001093407
RI,06/15/15,0.057,-0.001175824
RI,07/15/15,0.06,-0.001203297
RI,08/15/15,0.058,-0.001071429
RI,09/15/15,0.051,-0.001181319
RI,10/15/15,0.051,-0.001395604
RI,11/15/15,0.052,-0.001598901
RI,12/15/15,0.051,-0.001763736
RI,01/15/16,0.063,-0.001571429
RI,02/15/16,0.063,-0.000884615
RI,03/15/16,0.06,-0.000346154
RI,04/15/16,0.049,-0.00021978
RI,05/15/16,0.053,-0.000236264
RI,06/15/16,0.051,-0.000247253
SC,01/15/06,0.068,
SC,02/15/06,0.068,
SC,03/15/06,0.062,
SC,04/15/06,0.061,
SC,05/15/06,0.062,
SC,06/15/06,0.068,
SC,07/15/06,0.066,
SC,08/15/06,0.068,
SC,09/15/06,0.065,
SC,10/15/06,0.062,
SC,11/15/06,0.062,
SC,12/15/06,0.06,
SC,01/15/07,0.065,-0.000269231
SC,02/15/07,0.061,-0.000241758
SC,03/15/07,0.053,-0.00043956
SC,04/15/07,0.052,-0.000818681
SC,05/15/07,0.051,-0.001214286
SC,06/15/07,0.059,-0.001252747
SC,07/15/07,0.058,-0.001076923
SC,08/15/07,0.057,-0.000956044
SC,09/15/07,0.056,-0.000741758
SC,10/15/07,0.056,-0.000576923
SC,11/15/07,0.054,-0.000543956
SC,12/15/07,0.058,-0.000335165
SC,01/15/08,0.06,-0.000115385
SC,02/15/08,0.057,0.000197802
SC,03/15/08,0.054,0.000302198
SC,04/15/08,0.052,7.14E-05
SC,05/15/08,0.058,5.49E-06
SC,06/15/08,0.066,0.000131868
SC,07/15/08,0.069,0.000582418
SC,08/15/08,0.075,0.001137363
SC,09/15/08,0.075,0.00156044
SC,10/15/08,0.078,0.001945055
SC,11/15/08,0.08,0.002274725
SC,12/15/08,0.091,0.002758242
SC,01/15/09,0.106,0.003686813
SC,02/15/09,0.11,0.00456044
SC,03/15/09,0.109,0.005010989
SC,04/15/09,0.107,0.004994505
SC,05/15/09,0.111,0.004741758
SC,06/15/09,0.119,0.004659341
SC,07/15/09,0.116,0.004450549
SC,08/15/09,0.115,0.004049451
SC,09/15/09,0.115,0.003626374
SC,10/15/09,0.115,0.002983516
SC,11/15/09,0.113,0.00217033
SC,12/15/09,0.115,0.001307692
SC,01/15/10,0.124,0.000972527
SC,02/15/10,0.121,0.000934066
SC,03/15/10,0.115,0.000769231
SC,04/15/10,0.109,0.000340659
SC,05/15/10,0.107,-0.000230769
SC,06/15/10,0.112,-0.000483516
SC,07/15/10,0.11,-0.0005
SC,08/15/10,0.112,-0.000516484
SC,09/15/10,0.107,-0.000714286
SC,10/15/10,0.105,-0.000934066
SC,11/15/10,0.109,-0.000967033
SC,12/15/10,0.108,-0.001076923
SC,01/15/11,0.113,-0.000917582
SC,02/15/11,0.11,-0.0005
SC,03/15/11,0.103,-0.000351648
SC,04/15/11,0.1,-0.000434066
SC,05/15/11,0.103,-0.000565934
SC,06/15/11,0.111,-0.000478022
SC,07/15/11,0.108,-0.000318681
SC,08/15/11,0.11,-0.000148352
SC,09/15/11,0.107,9.64E-20
SC,10/15/11,0.103,-0.000148352
SC,11/15/11,0.1,-0.000450549
SC,12/15/11,0.099,-0.000604396
SC,01/15/12,0.101,-0.000675824
SC,02/15/12,0.1,-0.000549451
SC,03/15/12,0.093,-0.000697802
SC,04/15/12,0.088,-0.001186813
SC,05/15/12,0.091,-0.00160989
SC,06/15/12,0.098,-0.001637363
SC,07/15/12,0.097,-0.001362637
SC,08/15/12,0.094,-0.001225275
SC,09/15/12,0.086,-0.001197802
SC,10/15/12,0.086,-0.001153846
SC,11/15/12,0.082,-0.00128022
SC,12/15/12,0.086,-0.001274725
SC,01/15/13,0.091,-0.001065934
SC,02/15/13,0.086,-0.000901099
SC,03/15/13,0.077,-0.000989011
SC,04/15/13,0.074,-0.001318681
SC,05/15/13,0.077,-0.001637363
SC,06/15/13,0.083,-0.001582418
SC,07/15/13,0.079,-0.001346154
SC,08/15/13,0.077,-0.00110989
SC,09/15/13,0.073,-0.001010989
SC,10/15/13,0.071,-0.00117033
SC,11/15/13,0.065,-0.001445055
SC,12/15/13,0.062,-0.001857143
SC,01/15/14,0.065,-0.001906593
SC,02/15/14,0.064,-0.001681319
SC,03/15/14,0.059,-0.001664835
SC,04/15/14,0.053,-0.002043956
SC,05/15/14,0.059,-0.002208791
SC,06/15/14,0.066,-0.001945055
SC,07/15/14,0.069,-0.001291209
SC,08/15/14,0.072,-0.000615385
SC,09/15/14,0.068,-0.00010989
SC,10/15/14,0.066,0.000225275
SC,11/15/14,0.065,0.000489011
SC,12/15/14,0.064,0.000521978
SC,01/15/15,0.069,0.00060989
SC,02/15/15,0.066,0.000675824
SC,03/15/15,0.06,0.0005
SC,04/15/15,0.058,8.79E-05
SC,05/15/15,0.06,-0.000483516
SC,06/15/15,0.063,-0.000763736
SC,07/15/15,0.061,-0.000862637
SC,08/15/15,0.059,-0.000884615
SC,09/15/15,0.057,-0.000802198
SC,10/15/15,0.056,-0.000824176
SC,11/15/15,0.053,-0.000956044
SC,12/15/15,0.054,-0.001021978
SC,01/15/16,0.056,-0.001
SC,02/15/16,0.056,-0.000741758
SC,03/15/16,0.056,-0.000527473
SC,04/15/16,0.052,-0.000620879
SC,05/15/16,0.048,-0.000879121
SC,06/15/16,0.056,-0.000741758
SD,01/15/06,0.037,
SD,02/15/06,0.036,
SD,03/15/06,0.035,
SD,04/15/06,0.029,
SD,05/15/06,0.029,
SD,06/15/06,0.03,
SD,07/15/06,0.03,
SD,08/15/06,0.03,
SD,09/15/06,0.029,
SD,10/15/06,0.028,
SD,11/15/06,0.029,
SD,12/15/06,0.031,
SD,01/15/07,0.036,-0.000318681
SD,02/15/07,0.035,1.10E-05
SD,03/15/07,0.034,0.00028022
SD,04/15/07,0.029,0.000357143
SD,05/15/07,0.027,0.00017033
SD,06/15/07,0.027,-5.49E-06
SD,07/15/07,0.026,-0.000164835
SD,08/15/07,0.026,-0.000302198
SD,09/15/07,0.025,-0.000450549
SD,10/15/07,0.024,-0.000642857
SD,11/15/07,0.025,-0.000813187
SD,12/15/07,0.027,-0.000862637
SD,01/15/08,0.031,-0.000692308
SD,02/15/08,0.031,-0.00032967
SD,03/15/08,0.031,2.20E-05
SD,04/15/08,0.028,0.000258242
SD,05/15/08,0.027,0.000302198
SD,06/15/08,0.028,0.000313187
SD,07/15/08,0.028,0.000318681
SD,08/15/08,0.03,0.000346154
SD,09/15/08,0.029,0.000318681
SD,10/15/08,0.03,0.000269231
SD,11/15/08,0.034,0.000285714
SD,12/15/08,0.039,0.000450549
SD,01/15/09,0.05,0.000978022
SD,02/15/09,0.052,0.001598901
SD,03/15/09,0.056,0.002236264
SD,04/15/09,0.052,0.002604396
SD,05/15/09,0.049,0.002642857
SD,06/15/09,0.049,0.002527473
SD,07/15/09,0.047,0.002263736
SD,08/15/09,0.047,0.001895604
SD,09/15/09,0.044,0.001401099
SD,10/15/09,0.045,0.000824176
SD,11/15/09,0.047,0.000263736
SD,12/15/09,0.053,-3.85E-05
SD,01/15/10,0.059,-5.49E-05
SD,02/15/10,0.059,0.000241758
SD,03/15/10,0.059,0.000565934
SD,04/15/10,0.049,0.000675824
SD,05/15/10,0.048,0.000637363
SD,06/15/10,0.047,0.000472527
SD,07/15/10,0.046,0.000285714
SD,08/15/10,0.047,7.14E-05
SD,09/15/10,0.044,-0.000241758
SD,10/15/10,0.043,-0.000686813
SD,11/15/10,0.046,-0.000989011
SD,12/15/10,0.051,-0.001054945
SD,01/15/11,0.058,-0.000681319
SD,02/15/11,0.058,-0.000104396
SD,03/15/11,0.058,0.000478022
SD,04/15/11,0.049,0.000769231
SD,05/15/11,0.046,0.000631868
SD,06/15/11,0.046,0.000472527
SD,07/15/11,0.043,0.000186813
SD,08/15/11,0.044,-8.24E-05
SD,09/15/11,0.041,-0.000401099
SD,10/15/11,0.039,-0.000868132
SD,11/15/11,0.042,-0.001247253
SD,12/15/11,0.045,-0.001406593
SD,01/15/12,0.051,-0.00117033
SD,02/15/12,0.05,-0.000697802
SD,03/15/12,0.05,-0.000181319
SD,04/15/12,0.042,0.000115385
SD,05/15/12,0.042,0.000153846
SD,06/15/12,0.042,0.000115385
SD,07/15/12,0.041,6.59E-05
SD,08/15/12,0.041,-7.14E-05
SD,09/15/12,0.039,-0.000225275
SD,10/15/12,0.037,-0.000532967
SD,11/15/12,0.039,-0.00082967
SD,12/15/12,0.04,-0.000978022
SD,01/15/13,0.046,-0.000802198
SD,02/15/13,0.046,-0.000401099
SD,03/15/13,0.044,-7.69E-05
SD,04/15/13,0.039,0.000115385
SD,05/15/13,0.036,-3.85E-05
SD,06/15/13,0.036,-0.000159341
SD,07/15/13,0.034,-0.000313187
SD,08/15/13,0.035,-0.000428571
SD,09/15/13,0.034,-0.000543956
SD,10/15/13,0.032,-0.000763736
SD,11/15/13,0.035,-0.000923077
SD,12/15/13,0.036,-0.000961538
SD,01/15/14,0.042,-0.000747253
SD,02/15/14,0.041,-0.000346154
SD,03/15/14,0.041,8.24E-05
SD,04/15/14,0.035,0.000263736
SD,05/15/14,0.033,0.000236264
SD,06/15/14,0.032,9.34E-05
SD,07/15/14,0.03,-9.34E-05
SD,08/15/14,0.031,-0.000291209
SD,09/15/14,0.03,-0.000467033
SD,10/15/14,0.028,-0.00071978
SD,11/15/14,0.033,-0.000851648
SD,12/15/14,0.035,-0.000807692
SD,01/15/15,0.04,-0.00056044
SD,02/15/15,0.038,-0.00017033
SD,03/15/15,0.038,0.000203297
SD,04/15/15,0.031,0.000362637
SD,05/15/15,0.031,0.000346154
SD,06/15/15,0.031,0.000274725
SD,07/15/15,0.029,0.00010989
SD,08/15/15,0.029,-0.000115385
SD,09/15/15,0.027,-0.000362637
SD,10/15/15,0.025,-0.000692308
SD,11/15/15,0.028,-0.000972527
SD,12/15/15,0.03,-0.000994505
SD,01/15/16,0.032,-0.000857143
SD,02/15/16,0.032,-0.000510989
SD,03/15/16,0.029,-0.000296703
SD,04/15/16,0.026,-0.000131868
SD,05/15/16,0.026,-0.00017033
SD,06/15/16,0.028,-0.000115385
TN,01/15/06,0.057,
TN,02/15/06,0.056,
TN,03/15/06,0.055,
TN,04/15/06,0.052,
TN,05/15/06,0.051,
TN,06/15/06,0.057,
TN,07/15/06,0.058,
TN,08/15/06,0.055,
TN,09/15/06,0.049,
TN,10/15/06,0.044,
TN,11/15/06,0.046,
TN,12/15/06,0.044,
TN,01/15/07,0.051,-0.00089011
TN,02/15/07,0.049,-0.000791209
TN,03/15/07,0.044,-0.000851648
TN,04/15/07,0.04,-0.001016484
TN,05/15/07,0.04,-0.001214286
TN,06/15/07,0.045,-0.00121978
TN,07/15/07,0.046,-0.000928571
TN,08/15/07,0.046,-0.000538462
TN,09/15/07,0.048,-0.000131868
TN,10/15/07,0.048,8.24E-05
TN,11/15/07,0.05,0.000175824
TN,12/15/07,0.054,0.000445055
TN,01/15/08,0.059,0.000758242
TN,02/15/08,0.058,0.001225275
TN,03/15/08,0.059,0.00160989
TN,04/15/08,0.053,0.001549451
TN,05/15/08,0.061,0.001549451
TN,06/15/08,0.068,0.001664835
TN,07/15/08,0.07,0.001884615
TN,08/15/08,0.07,0.002005495
TN,09/15/08,0.069,0.001961538
TN,10/15/08,0.069,0.001868132
TN,11/15/08,0.072,0.001758242
TN,12/15/08,0.081,0.00189011
TN,01/15/09,0.098,0.002565934
TN,02/15/09,0.105,0.003423077
TN,03/15/09,0.109,0.004120879
TN,04/15/09,0.102,0.004346154
TN,05/15/09,0.106,0.004236264
TN,06/15/09,0.113,0.004373626
TN,07/15/09,0.11,0.004395604
TN,08/15/09,0.107,0.004164835
TN,09/15/09,0.104,0.003631868
TN,10/15/09,0.102,0.002807692
TN,11/15/09,0.099,0.001703297
TN,12/15/09,0.103,0.000681319
TN,01/15/10,0.112,0.000131868
TN,02/15/10,0.108,-6.59E-05
TN,03/15/10,0.106,-0.000115385
TN,04/15/10,0.096,-0.000346154
TN,05/15/10,0.093,-0.000873626
TN,06/15/10,0.095,-0.001131868
TN,07/15/10,0.093,-0.001126374
TN,08/15/10,0.093,-0.001126374
TN,09/15/10,0.09,-0.001247253
TN,10/15/10,0.09,-0.00139011
TN,11/15/10,0.093,-0.001434066
TN,12/15/10,0.092,-0.001576923
TN,01/15/11,0.101,-0.001230769
TN,02/15/11,0.098,-0.000626374
TN,03/15/11,0.095,-0.000197802
TN,04/15/11,0.09,6.04E-05
TN,05/15/11,0.089,-1.10E-05
TN,06/15/11,0.096,7.14E-05
TN,07/15/11,0.091,4.95E-05
TN,08/15/11,0.091,-2.75E-05
TN,09/15/11,0.089,-0.000159341
TN,10/15/11,0.083,-0.000582418
TN,11/15/11,0.078,-0.001131868
TN,12/15/11,0.078,-0.0015
TN,01/15/12,0.084,-0.001626374
TN,02/15/12,0.082,-0.001428571
TN,03/15/12,0.079,-0.001340659
TN,04/15/12,0.073,-0.001461538
TN,05/15/12,0.077,-0.001521978
TN,06/15/12,0.085,-0.001285714
TN,07/15/12,0.085,-0.000758242
TN,08/15/12,0.081,-0.000494505
TN,09/15/12,0.074,-0.000406593
TN,10/15/12,0.074,-0.000302198
TN,11/15/12,0.071,-0.000445055
TN,12/15/12,0.076,-0.000549451
TN,01/15/13,0.087,-0.00028022
TN,02/15/13,0.083,3.85E-05
TN,03/15/13,0.08,0.000186813
TN,04/15/13,0.076,9.89E-05
TN,05/15/13,0.078,-0.000137363
TN,06/15/13,0.085,-1.65E-05
TN,07/15/13,0.081,0.000236264
TN,08/15/13,0.079,0.000445055
TN,09/15/13,0.076,0.000434066
TN,10/15/13,0.075,0.000148352
TN,11/15/13,0.068,-0.000373626
TN,12/15/13,0.065,-0.001076923
TN,01/15/14,0.068,-0.001456044
TN,02/15/14,0.069,-0.001335165
TN,03/15/14,0.068,-0.001302198
TN,04/15/14,0.059,-0.001598901
TN,05/15/14,0.063,-0.001802198
TN,06/15/14,0.07,-0.001626374
TN,07/15/14,0.073,-0.001038462
TN,08/15/14,0.07,-0.000637363
TN,09/15/14,0.064,-0.000450549
TN,10/15/14,0.061,-0.000395604
TN,11/15/14,0.06,-0.00032967
TN,12/15/14,0.058,-0.000516484
TN,01/15/15,0.066,-0.0005
TN,02/15/15,0.06,-0.000571429
TN,03/15/15,0.058,-0.000626374
TN,04/15/15,0.054,-0.000791209
TN,05/15/15,0.058,-0.001093407
TN,06/15/15,0.062,-0.001104396
TN,07/15/15,0.061,-0.000873626
TN,08/15/15,0.057,-0.00060989
TN,09/15/15,0.055,-0.00043956
TN,10/15/15,0.053,-0.000483516
TN,11/15/15,0.053,-0.000582418
TN,12/15/15,0.053,-0.000675824
TN,01/15/16,0.049,-0.00093956
TN,02/15/16,0.045,-0.000978022
TN,03/15/16,0.041,-0.001263736
TN,04/15/16,0.039,-0.001587912
TN,05/15/16,0.038,-0.001994505
TN,06/15/16,0.05,-0.001763736
TX,01/15/06,0.053,
TX,02/15/06,0.053,
TX,03/15/06,0.05,
TX,04/15/06,0.049,
TX,05/15/06,0.049,
TX,06/15/06,0.054,
TX,07/15/06,0.054,
TX,08/15/06,0.05,
TX,09/15/06,0.047,
TX,10/15/06,0.043,
TX,11/15/06,0.044,
TX,12/15/06,0.041,
TX,01/15/07,0.047,-0.000802198
TX,02/15/07,0.045,-0.000763736
TX,03/15/07,0.041,-0.000813187
TX,04/15/07,0.04,-0.000945055
TX,05/15/07,0.04,-0.00106044
TX,06/15/07,0.046,-0.000928571
TX,07/15/07,0.047,-0.000554945
TX,08/15/07,0.043,-0.000274725
TX,09/15/07,0.043,-8.79E-05
TX,10/15/07,0.04,-7.69E-05
TX,11/15/07,0.041,-0.000148352
TX,12/15/07,0.042,-0.000137363
TX,01/15/08,0.046,-9.89E-05
TX,02/15/08,0.043,4.40E-05
TX,03/15/08,0.042,9.89E-05
TX,04/15/08,0.039,-8.24E-05
TX,05/15/08,0.044,-0.000126374
TX,06/15/08,0.05,5.49E-06
TX,07/15/08,0.052,0.000379121
TX,08/15/08,0.052,0.000758242
TX,09/15/08,0.051,0.000923077
TX,10/15/08,0.051,0.001043956
TX,11/15/08,0.052,0.001038462
TX,12/15/08,0.055,0.001104396
TX,01/15/09,0.064,0.001428571
TX,02/15/09,0.065,0.001818681
TX,03/15/09,0.065,0.001989011
TX,04/15/09,0.061,0.001868132
TX,05/15/09,0.073,0.001923077
TX,06/15/09,0.085,0.002379121
TX,07/15/09,0.086,0.002873626
TX,08/15/09,0.084,0.003181319
TX,09/15/09,0.083,0.00328022
TX,10/15/09,0.081,0.003104396
TX,11/15/09,0.08,0.002730769
TX,12/15/09,0.08,0.002236264
TX,01/15/10,0.086,0.001901099
TX,02/15/10,0.084,0.001675824
TX,03/15/10,0.083,0.001346154
TX,04/15/10,0.079,0.000785714
TX,05/15/10,0.079,-5.49E-06
TX,06/15/10,0.084,-0.000269231
TX,07/15/10,0.084,-0.000131868
TX,08/15/10,0.082,-1.65E-05
TX,09/15/10,0.08,-2.20E-05
TX,10/15/10,0.078,-0.00010989
TX,11/15/10,0.081,-0.000148352
TX,12/15/10,0.078,-0.000324176
TX,01/15/11,0.083,-0.000324176
TX,02/15/11,0.08,-0.000208791
TX,03/15/11,0.077,-0.000236264
TX,04/15/11,0.074,-0.000362637
TX,05/15/11,0.076,-0.000527473
TX,06/15/11,0.084,-0.000412088
TX,07/15/11,0.083,-0.000164835
TX,08/15/11,0.08,-1.10E-05
TX,09/15/11,0.079,5.49E-05
TX,10/15/11,0.075,-7.14E-05
TX,11/15/11,0.071,-0.000379121
TX,12/15/11,0.069,-0.000598901
TX,01/15/12,0.073,-0.000736264
TX,02/15/12,0.071,-0.00071978
TX,03/15/12,0.068,-0.000851648
TX,04/15/12,0.064,-0.001164835
TX,05/15/12,0.067,-0.001423077
TX,06/15/12,0.073,-0.001368132
TX,07/15/12,0.073,-0.000989011
TX,08/15/12,0.069,-0.00071978
TX,09/15/12,0.064,-0.000653846
TX,10/15/12,0.063,-0.000571429
TX,11/15/12,0.061,-0.000620879
TX,12/15/12,0.062,-0.000714286
TX,01/15/13,0.069,-0.000604396
TX,02/15/13,0.065,-0.000472527
TX,03/15/13,0.062,-0.000472527
TX,04/15/13,0.06,-0.000604396
TX,05/15/13,0.062,-0.00078022
TX,06/15/13,0.068,-0.000631868
TX,07/15/13,0.066,-0.000324176
TX,08/15/13,0.063,-7.69E-05
TX,09/15/13,0.061,5.49E-06
TX,10/15/13,0.06,-9.34E-05
TX,11/15/13,0.057,-0.000307692
TX,12/15/13,0.054,-0.000664835
TX,01/15/14,0.057,-0.000846154
TX,02/15/14,0.057,-0.000730769
TX,03/15/14,0.054,-0.000802198
TX,04/15/14,0.048,-0.001126374
TX,05/15/14,0.05,-0.001384615
TX,06/15/14,0.055,-0.001346154
TX,07/15/14,0.056,-0.001005495
TX,08/15/14,0.053,-0.000774725
TX,09/15/14,0.049,-0.00071978
TX,10/15/14,0.046,-0.000763736
TX,11/15/14,0.045,-0.000796703
TX,12/15/14,0.042,-0.000961538
TX,01/15/15,0.047,-0.000994505
TX,02/15/15,0.044,-0.000972527
TX,03/15/15,0.043,-0.000912088
TX,04/15/15,0.041,-0.000956044
TX,05/15/15,0.043,-0.001093407
TX,06/15/15,0.047,-0.000994505
TX,07/15/15,0.048,-0.000653846
TX,08/15/15,0.046,-0.000302198
TX,09/15/15,0.045,-4.40E-05
TX,10/15/15,0.044,7.14E-05
TX,11/15/15,0.044,9.89E-05
TX,12/15/15,0.042,3.30E-05
TX,01/15/16,0.044,-6.59E-05
TX,02/15/16,0.043,-1.65E-05
TX,03/15/16,0.045,5.49E-06
TX,04/15/16,0.042,-0.000115385
TX,05/15/16,0.042,-0.000307692
TX,06/15/16,0.048,-0.000230769
UT,01/15/06,0.038,
UT,02/15/06,0.038,
UT,03/15/06,0.035,
UT,04/15/06,0.03,
UT,05/15/06,0.03,
UT,06/15/06,0.033,
UT,07/15/06,0.032,
UT,08/15/06,0.03,
UT,09/15/06,0.025,
UT,10/15/06,0.024,
UT,11/15/06,0.021,
UT,12/15/06,0.021,
UT,01/15/07,0.027,-0.001307692
UT,02/15/07,0.027,-0.001065934
UT,03/15/07,0.025,-0.00082967
UT,04/15/07,0.022,-0.000736264
UT,05/15/07,0.023,-0.000730769
