addr_state,issue_d,unemp,unemp_LSFT
ID,02/15/13,0.075,-0.000796703
ID,03/15/13,0.071,-0.000263736
ID,04/15/13,0.066,7.14E-05
ID,05/15/13,0.057,-6.59E-05
ID,06/15/13,0.059,-0.000340659
ID,07/15/13,0.059,-0.000527473
ID,08/15/13,0.058,-0.000730769
ID,09/15/13,0.054,-0.001049451
ID,10/15/13,0.053,-0.001483516
ID,11/15/13,0.056,-0.001763736
ID,12/15/13,0.054,-0.001879121
ID,01/15/14,0.062,-0.001653846
ID,02/15/14,0.059,-0.001148352
ID,03/15/14,0.057,-0.000686813
ID,04/15/14,0.05,-0.000510989
ID,05/15/14,0.044,-0.00060989
ID,06/15/14,0.046,-0.000868132
ID,07/15/14,0.046,-0.000989011
ID,08/15/14,0.047,-0.001005495
ID,09/15/14,0.042,-0.001159341
ID,10/15/14,0.04,-0.001445055
ID,11/15/14,0.045,-0.001527473
ID,12/15/14,0.044,-0.001483516
ID,01/15/15,0.052,-0.001186813
ID,02/15/15,0.049,-0.00067033
ID,03/15/15,0.047,-0.000263736
ID,04/15/15,0.043,-1.61E-19
ID,05/15/15,0.038,-9.34E-05
ID,06/15/15,0.04,-0.000285714
ID,07/15/15,0.039,-0.000412088
ID,08/15/15,0.039,-0.0005
ID,09/15/15,0.036,-0.00060989
ID,10/15/15,0.035,-0.000884615
ID,11/15/15,0.039,-0.001065934
ID,12/15/15,0.039,-0.001049451
ID,01/15/16,0.047,-0.000774725
ID,02/15/16,0.045,-0.000274725
ID,03/15/16,0.042,4.95E-05
ID,04/15/16,0.036,0.000137363
ID,05/15/16,0.033,3.30E-05
ID,06/15/16,0.036,-0.00010989
IL,01/15/06,0.054,
IL,02/15/06,0.054,
IL,03/15/06,0.049,
IL,04/15/06,0.046,
IL,05/15/06,0.043,
IL,06/15/06,0.047,
IL,07/15/06,0.048,
IL,08/15/06,0.045,
IL,09/15/06,0.04,
IL,10/15/06,0.036,
IL,11/15/06,0.039,
IL,12/15/06,0.042,
IL,01/15/07,0.052,-0.000824176
IL,02/15/07,0.052,-0.000302198
IL,03/15/07,0.046,3.30E-05
IL,04/15/07,0.046,0.00021978
IL,05/15/07,0.045,0.000274725
IL,06/15/07,0.052,0.000450549
IL,07/15/07,0.053,0.000763736
IL,08/15/07,0.051,0.001016484
IL,09/15/07,0.049,0.001071429
IL,10/15/07,0.048,0.000879121
IL,11/15/07,0.048,0.000489011
IL,12/15/07,0.054,0.000346154
IL,01/15/08,0.06,0.000434066
IL,02/15/08,0.059,0.000774725
IL,03/15/08,0.057,0.001010989
IL,04/15/08,0.052,0.000824176
IL,05/15/08,0.06,0.000868132
IL,06/15/08,0.067,0.001027473
IL,07/15/08,0.066,0.001302198
IL,08/15/08,0.067,0.001571429
IL,09/15/08,0.062,0.001521978
IL,10/15/08,0.064,0.001401099
IL,11/15/08,0.066,0.001225275
IL,12/15/08,0.076,0.00128022
IL,01/15/09,0.088,0.001807692
IL,02/15/09,0.097,0.002675824
IL,03/15/09,0.098,0.003335165
IL,04/15/09,0.096,0.003637363
IL,05/15/09,0.099,0.003631868
IL,06/15/09,0.107,0.00393956
IL,07/15/09,0.109,0.004324176
IL,08/15/09,0.106,0.004340659
IL,09/15/09,0.104,0.00410989
IL,10/15/09,0.106,0.003549451
IL,11/15/09,0.104,0.002758242
IL,12/15/09,0.11,0.002021978
IL,01/15/10,0.122,0.001824176
IL,02/15/10,0.119,0.001736264
IL,03/15/10,0.115,0.001692308
IL,04/15/10,0.105,0.001258242
IL,05/15/10,0.101,0.000576923
IL,06/15/10,0.104,8.24E-05
IL,07/15/10,0.106,-6.59E-05
IL,08/15/10,0.101,-0.000296703
IL,09/15/10,0.094,-0.00082967
IL,10/15/10,0.093,-0.001406593
IL,11/15/10,0.094,-0.001813187
IL,12/15/10,0.093,-0.002263736
IL,01/15/11,0.101,-0.002159341
IL,02/15/11,0.099,-0.00160989
IL,03/15/11,0.095,-0.001181319
IL,04/15/11,0.091,-0.000906593
IL,05/15/11,0.093,-0.000818681
IL,06/15/11,0.102,-0.000521978
IL,07/15/11,0.104,-4.95E-05
IL,08/15/11,0.103,0.000467033
IL,09/15/11,0.098,0.000642857
IL,10/15/11,0.096,0.0005
IL,11/15/11,0.09,0.00010989
IL,12/15/11,0.092,-0.000159341
IL,01/15/12,0.097,-0.000291209
IL,02/15/12,0.096,-0.00017033
IL,03/15/12,0.09,-0.000296703
IL,04/15/12,0.083,-0.000758242
IL,05/15/12,0.086,-0.001208791
IL,06/15/12,0.094,-0.001291209
IL,07/15/12,0.096,-0.000967033
IL,08/15/12,0.092,-0.000664835
IL,09/15/12,0.083,-0.000631868
IL,10/15/12,0.085,-0.000615385
IL,11/15/12,0.084,-0.000637363
IL,12/15/12,0.091,-0.000593407
IL,01/15/13,0.104,-4.95E-05
IL,02/15/13,0.099,0.000456044
IL,03/15/13,0.092,0.000681319
IL,04/15/13,0.086,0.0005
IL,05/15/13,0.088,0.000137363
IL,06/15/13,0.097,0.000159341
IL,07/15/13,0.095,0.000362637
IL,08/15/13,0.091,0.000505495
IL,09/15/13,0.086,0.000357143
IL,10/15/13,0.087,-7.14E-05
IL,11/15/13,0.083,-0.000576923
IL,12/15/13,0.083,-0.00110989
IL,01/15/14,0.089,-0.00117033
IL,02/15/14,0.089,-0.00071978
IL,03/15/14,0.082,-0.00060989
IL,04/15/14,0.068,-0.001137363
IL,05/15/14,0.069,-0.001730769
IL,06/15/14,0.071,-0.002087912
IL,07/15/14,0.073,-0.00193956
IL,08/15/14,0.069,-0.001868132
IL,09/15/14,0.062,-0.002038462
IL,10/15/14,0.061,-0.002274725
IL,11/15/14,0.06,-0.002368132
IL,12/15/14,0.058,-0.002532967
IL,01/15/15,0.068,-0.002230769
IL,02/15/15,0.065,-0.001714286
IL,03/15/15,0.06,-0.001230769
IL,04/15/15,0.054,-0.001054945
IL,05/15/15,0.057,-0.001164835
IL,06/15/15,0.06,-0.001076923
IL,07/15/15,0.062,-0.000796703
IL,08/15/15,0.058,-0.000521978
IL,09/15/15,0.053,-0.000483516
IL,10/15/15,0.056,-0.000527473
IL,11/15/15,0.058,-0.000510989
IL,12/15/15,0.06,-0.000450549
IL,01/15/16,0.071,-0.000104396
IL,02/15/16,0.07,0.000521978
IL,03/15/16,0.068,0.000956044
IL,04/15/16,0.062,0.000983516
IL,05/15/16,0.056,0.000571429
IL,06/15/16,0.06,0.000395604
IN,01/15/06,0.054,
IN,02/15/06,0.058,
IN,03/15/06,0.054,
IN,04/15/06,0.05,
IN,05/15/06,0.051,
IN,06/15/06,0.051,
IN,07/15/06,0.054,
IN,08/15/06,0.051,
IN,09/15/06,0.046,
IN,10/15/06,0.043,
IN,11/15/06,0.046,
IN,12/15/06,0.046,
IN,01/15/07,0.054,-0.000675824
IN,02/15/07,0.053,-0.000467033
IN,03/15/07,0.048,-0.000263736
IN,04/15/07,0.044,-0.000291209
IN,05/15/07,0.042,-0.000483516
IN,06/15/07,0.045,-0.000494505
IN,07/15/07,0.046,-0.00043956
IN,08/15/07,0.044,-0.000307692
IN,09/15/07,0.042,-0.000302198
IN,10/15/07,0.04,-0.000505495
IN,11/15/07,0.043,-0.000692308
IN,12/15/07,0.047,-0.000631868
IN,01/15/08,0.053,-0.000379121
IN,02/15/08,0.053,0.000142857
IN,03/15/08,0.054,0.000664835
IN,04/15/08,0.046,0.000725275
IN,05/15/08,0.052,0.000840659
IN,06/15/08,0.057,0.001
IN,07/15/08,0.061,0.001324176
IN,08/15/08,0.062,0.001631868
IN,09/15/08,0.057,0.00160989
IN,10/15/08,0.062,0.001604396
IN,11/15/08,0.068,0.00160989
IN,12/15/08,0.081,0.002005495
IN,01/15/09,0.097,0.002873626
IN,02/15/09,0.104,0.003928571
IN,03/15/09,0.107,0.004802198
IN,04/15/09,0.099,0.005153846
IN,05/15/09,0.104,0.005115385
IN,06/15/09,0.108,0.005120879
IN,07/15/09,0.105,0.004912088
IN,08/15/09,0.103,0.004527473
IN,09/15/09,0.1,0.003851648
IN,10/15/09,0.102,0.002840659
IN,11/15/09,0.101,0.001741758
IN,12/15/09,0.107,0.000857143
IN,01/15/10,0.118,0.000620879
IN,02/15/10,0.118,0.000796703
IN,03/15/10,0.116,0.00106044
IN,04/15/10,0.106,0.001043956
IN,05/15/10,0.103,0.000626374
IN,06/15/10,0.104,0.000412088
IN,07/15/10,0.103,0.000318681
IN,08/15/10,0.101,7.14E-05
IN,09/15/10,0.095,-0.000428571
IN,10/15/10,0.093,-0.001065934
IN,11/15/10,0.096,-0.001489011
IN,12/15/10,0.092,-0.002049451
IN,01/15/11,0.1,-0.002065934
IN,02/15/11,0.096,-0.001752747
IN,03/15/11,0.092,-0.001450549
IN,04/15/11,0.084,-0.001346154
IN,05/15/11,0.087,-0.001351648
IN,06/15/11,0.093,-0.00117033
IN,07/15/11,0.094,-0.000862637
IN,08/15/11,0.094,-0.000538462
IN,09/15/11,0.09,-0.000373626
IN,10/15/11,0.089,-0.000412088
IN,11/15/11,0.087,-0.00056044
IN,12/15/11,0.087,-0.00056044
IN,01/15/12,0.092,-0.0005
IN,02/15/12,0.09,-0.000197802
IN,03/15/12,0.086,-0.000126374
IN,04/15/12,0.077,-0.000450549
IN,05/15/12,0.08,-0.000901099
IN,06/15/12,0.085,-0.001049451
IN,07/15/12,0.086,-0.000923077
IN,08/15/12,0.084,-0.000785714
IN,09/15/12,0.077,-0.000824176
IN,10/15/12,0.079,-0.000857143
IN,11/15/12,0.08,-0.000835165
IN,12/15/12,0.085,-0.000675824
IN,01/15/13,0.095,-0.000175824
IN,02/15/13,0.09,0.000307692
IN,03/15/13,0.084,0.000527473
IN,04/15/13,0.075,0.00032967
IN,05/15/13,0.078,-5.49E-05
IN,06/15/13,0.081,-0.000230769
IN,07/15/13,0.077,-0.000351648
IN,08/15/13,0.073,-0.000521978
IN,09/15/13,0.068,-0.000862637
IN,10/15/13,0.069,-0.001351648
IN,11/15/13,0.066,-0.001818681
IN,12/15/13,0.063,-0.002274725
IN,01/15/14,0.066,-0.002346154
IN,02/15/14,0.069,-0.00182967
IN,03/15/14,0.066,-0.001461538
IN,04/15/14,0.055,-0.001554945
IN,05/15/14,0.059,-0.001703297
IN,06/15/14,0.059,-0.001648352
IN,07/15/14,0.061,-0.001307692
IN,08/15/14,0.059,-0.001076923
IN,09/15/14,0.053,-0.001098901
IN,10/15/14,0.054,-0.00117033
IN,11/15/14,0.057,-0.001027473
IN,12/15/14,0.055,-0.001
IN,01/15/15,0.061,-0.00082967
IN,02/15/15,0.056,-0.000697802
IN,03/15/15,0.052,-0.000527473
IN,04/15/15,0.045,-0.00060989
IN,05/15/15,0.049,-0.000868132
IN,06/15/15,0.048,-0.000972527
IN,07/15/15,0.047,-0.001049451
IN,08/15/15,0.045,-0.001049451
IN,09/15/15,0.041,-0.00117033
IN,10/15/15,0.043,-0.001357143
IN,11/15/15,0.045,-0.001384615
IN,12/15/15,0.045,-0.001247253
IN,01/15/16,0.051,-0.000923077
IN,02/15/16,0.054,-0.000247253
IN,03/15/16,0.055,0.000307692
IN,04/15/16,0.048,0.000483516
IN,05/15/16,0.043,0.000247253
IN,06/15/16,0.046,0.000274725
IA,01/15/06,0.047,
IA,02/15/06,0.044,
IA,03/15/06,0.041,
IA,04/15/06,0.035,
IA,05/15/06,0.033,
IA,06/15/06,0.036,
IA,07/15/06,0.034,
IA,08/15/06,0.036,
IA,09/15/06,0.034,
IA,10/15/06,0.032,
IA,11/15/06,0.034,
IA,12/15/06,0.038,
IA,01/15/07,0.045,-0.000423077
IA,02/15/07,0.045,0.000181319
IA,03/15/07,0.042,0.000582418
IA,04/15/07,0.037,0.000714286
IA,05/15/07,0.033,0.000505495
IA,06/15/07,0.036,0.00032967
IA,07/15/07,0.033,0.000153846
IA,08/15/07,0.034,-4.95E-05
IA,09/15/07,0.034,-0.000175824
IA,10/15/07,0.033,-0.000401099
IA,11/15/07,0.033,-0.000697802
IA,12/15/07,0.038,-0.000758242
IA,01/15/08,0.045,-0.000456044
IA,02/15/08,0.044,4.40E-05
IA,03/15/08,0.042,0.000483516
IA,04/15/08,0.038,0.000692308
IA,05/15/08,0.036,0.000664835
IA,06/15/08,0.04,0.000620879
IA,07/15/08,0.04,0.000653846
IA,08/15/08,0.042,0.000615385
IA,09/15/08,0.04,0.0005
IA,10/15/08,0.04,0.000351648
IA,11/15/08,0.044,0.000263736
IA,12/15/08,0.054,0.000445055
IA,01/15/09,0.068,0.001164835
IA,02/15/09,0.069,0.002021978
IA,03/15/09,0.07,0.002741758
IA,04/15/09,0.063,0.003010989
IA,05/15/09,0.062,0.002978022
IA,06/15/09,0.066,0.002868132
IA,07/15/09,0.064,0.002681319
IA,08/15/09,0.064,0.002362637
IA,09/15/09,0.059,0.001824176
IA,10/15/09,0.06,0.001148352
IA,11/15/09,0.059,0.00032967
IA,12/15/09,0.065,-0.000241758
IA,01/15/10,0.073,-0.00028022
IA,02/15/10,0.071,4.95E-05
IA,03/15/10,0.069,0.000335165
IA,04/15/10,0.059,0.00032967
IA,05/15/10,0.056,1.65E-05
IA,06/15/10,0.059,-0.000197802
IA,07/15/10,0.056,-0.000340659
IA,08/15/10,0.058,-0.00043956
IA,09/15/10,0.055,-0.000604396
IA,10/15/10,0.053,-0.000978022
IA,11/15/10,0.054,-0.001247253
IA,12/15/10,0.059,-0.001357143
IA,01/15/11,0.067,-0.000972527
IA,02/15/11,0.064,-0.00039011
IA,03/15/11,0.061,6.59E-05
IA,04/15/11,0.053,0.000236264
IA,05/15/11,0.052,7.69E-05
IA,06/15/11,0.056,-2.75E-05
IA,07/15/11,0.052,-0.000148352
IA,08/15/11,0.054,-0.00028022
IA,09/15/11,0.052,-0.00039011
IA,10/15/11,0.05,-0.000648352
IA,11/15/11,0.05,-0.000956044
IA,12/15/11,0.055,-0.001043956
IA,01/15/12,0.061,-0.000747253
IA,02/15/12,0.06,-0.000186813
IA,03/15/12,0.055,0.000131868
IA,04/15/12,0.048,0.000153846
IA,05/15/12,0.047,-9.34E-05
IA,06/15/12,0.05,-0.000247253
IA,07/15/12,0.049,-0.000269231
IA,08/15/12,0.049,-0.000406593
IA,09/15/12,0.046,-0.000549451
IA,10/15/12,0.045,-0.000758242
IA,11/15/12,0.046,-0.000972527
IA,12/15/12,0.05,-0.001032967
IA,01/15/13,0.06,-0.000571429
IA,02/15/13,0.056,-3.85E-05
IA,03/15/13,0.053,0.000384615
IA,04/15/13,0.048,0.000489011
IA,05/15/13,0.045,0.000263736
IA,06/15/13,0.048,0.000115385
IA,07/15/13,0.045,-2.20E-05
IA,08/15/13,0.045,-0.00017033
IA,09/15/13,0.043,-0.000362637
IA,10/15/13,0.041,-0.000703297
IA,11/15/13,0.041,-0.001054945
IA,12/15/13,0.044,-0.001247253
IA,01/15/14,0.053,-0.000978022
IA,02/15/14,0.051,-0.000406593
IA,03/15/14,0.048,-3.85E-05
IA,04/15/14,0.041,2.75E-05
IA,05/15/14,0.039,-9.89E-05
IA,06/15/14,0.041,-0.000225275
IA,07/15/14,0.04,-0.000247253
IA,08/15/14,0.041,-0.000307692
IA,09/15/14,0.038,-0.000445055
IA,10/15/14,0.036,-0.000686813
IA,11/15/14,0.036,-0.000967033
IA,12/15/14,0.041,-0.001054945
IA,01/15/15,0.048,-0.000796703
IA,02/15/15,0.044,-0.000346154
IA,03/15/15,0.041,-2.20E-05
IA,04/15/15,0.035,4.40E-05
IA,05/15/15,0.035,-8.79E-05
IA,06/15/15,0.037,-0.000197802
IA,07/15/15,0.035,-0.000285714
IA,08/15/15,0.035,-0.000379121
IA,09/15/15,0.032,-0.000505495
IA,10/15/15,0.031,-0.000730769
IA,11/15/15,0.031,-0.000994505
IA,12/15/15,0.036,-0.001065934
IA,01/15/16,0.045,-0.000648352
IA,02/15/16,0.045,1.65E-05
IA,03/15/16,0.043,0.000478022
IA,04/15/16,0.036,0.000598901
IA,05/15/16,0.034,0.000450549
IA,06/15/16,0.041,0.000538462
KS,01/15/06,0.049,
KS,02/15/06,0.048,
KS,03/15/06,0.046,
KS,04/15/06,0.041,
KS,05/15/06,0.041,
KS,06/15/06,0.045,
KS,07/15/06,0.048,
KS,08/15/06,0.046,
KS,09/15/06,0.042,
KS,10/15/06,0.041,
KS,11/15/06,0.04,
KS,12/15/06,0.039,
KS,01/15/07,0.046,-0.000461538
KS,02/15/07,0.046,-0.000203297
KS,03/15/07,0.043,-6.59E-05
KS,04/15/07,0.039,-0.00010989
KS,05/15/07,0.041,-0.000241758
KS,06/15/07,0.044,-0.000274725
KS,07/15/07,0.046,-0.000104396
KS,08/15/07,0.043,7.69E-05
KS,09/15/07,0.042,0.000175824
KS,10/15/07,0.041,0.00010989
KS,11/15/07,0.04,-2.20E-05
KS,12/15/07,0.041,-0.000153846
KS,01/15/08,0.046,-0.000164835
KS,02/15/08,0.044,-1.10E-05
KS,03/15/08,0.044,0.000153846
KS,04/15/08,0.038,1.65E-05
KS,05/15/08,0.043,-8.24E-05
KS,06/15/08,0.046,-2.75E-05
KS,07/15/08,0.049,0.000214286
KS,08/15/08,0.05,0.000538462
KS,09/15/08,0.047,0.000626374
KS,10/15/08,0.047,0.000653846
KS,11/15/08,0.048,0.000648352
KS,12/15/08,0.05,0.000631868
KS,01/15/09,0.062,0.000994505
KS,02/15/09,0.063,0.001467033
KS,03/15/09,0.065,0.001835165
KS,04/15/09,0.065,0.002087912
KS,05/15/09,0.069,0.002126374
KS,06/15/09,0.072,0.002285714
KS,07/15/09,0.079,0.002631868
KS,08/15/09,0.073,0.002714286
KS,09/15/09,0.072,0.00267033
KS,10/15/09,0.069,0.002291209
KS,11/15/09,0.066,0.001692308
KS,12/15/09,0.068,0.001093407
KS,01/15/10,0.077,0.000758242
KS,02/15/10,0.075,0.00067033
KS,03/15/10,0.075,0.000549451
KS,04/15/10,0.069,0.000241758
KS,05/15/10,0.068,-0.000120879
KS,06/15/10,0.071,-0.000247253
KS,07/15/10,0.074,-0.00017033
KS,08/15/10,0.072,9.89E-05
KS,09/15/10,0.068,4.40E-05
KS,10/15/10,0.067,-5.49E-05
KS,11/15/10,0.067,-0.000241758
KS,12/15/10,0.064,-0.000631868
KS,01/15/11,0.074,-0.000604396
KS,02/15/11,0.072,-0.00032967
KS,03/15/11,0.069,-0.000203297
KS,04/15/11,0.063,-0.000241758
KS,05/15/11,0.064,-0.000412088
KS,06/15/11,0.067,-0.000494505
KS,07/15/11,0.068,-0.000423077
KS,08/15/11,0.066,-0.000285714
KS,09/15/11,0.062,-0.000313187
KS,10/15/11,0.06,-0.000505495
KS,11/15/11,0.057,-0.000791209
KS,12/15/11,0.057,-0.001021978
KS,01/15/12,0.064,-0.001082418
KS,02/15/12,0.063,-0.000791209
KS,03/15/12,0.061,-0.000582418
KS,04/15/12,0.056,-0.000593407
KS,05/15/12,0.056,-0.000763736
KS,06/15/12,0.06,-0.000725275
KS,07/15/12,0.062,-0.000483516
KS,08/15/12,0.059,-0.000274725
KS,09/15/12,0.053,-0.000291209
KS,10/15/12,0.053,-0.00039011
KS,11/15/12,0.051,-0.000582418
KS,12/15/12,0.052,-0.000807692
KS,01/15/13,0.061,-0.000708791
KS,02/15/13,0.058,-0.000461538
KS,03/15/13,0.057,-0.000252747
KS,04/15/13,0.051,-0.000285714
KS,05/15/13,0.053,-0.00039011
KS,06/15/13,0.057,-0.000346154
KS,07/15/13,0.059,-8.79E-05
KS,08/15/13,0.055,0.000120879
KS,09/15/13,0.049,5.49E-05
KS,10/15/13,0.048,-0.00021978
KS,11/15/13,0.045,-0.000565934
KS,12/15/13,0.044,-0.000978022
KS,01/15/14,0.052,-0.001049451
KS,02/15/14,0.052,-0.000774725
KS,03/15/14,0.05,-0.000631868
KS,04/15/14,0.043,-0.000714286
KS,05/15/14,0.046,-0.000851648
KS,06/15/14,0.048,-0.000818681
KS,07/15/14,0.051,-0.000505495
KS,08/15/14,0.047,-0.000214286
KS,09/15/14,0.042,-0.000175824
KS,10/15/14,0.04,-0.000362637
KS,11/15/14,0.039,-0.000571429
KS,12/15/14,0.039,-0.000846154
KS,01/15/15,0.048,-0.00082967
KS,02/15/15,0.046,-0.000593407
KS,03/15/15,0.045,-0.000357143
KS,04/15/15,0.043,-0.000225275
KS,05/15/15,0.043,-0.000324176
KS,06/15/15,0.045,-0.000241758
KS,07/15/15,0.047,-1.10E-05
KS,08/15/15,0.043,0.000208791
KS,09/15/15,0.037,0.000120879
KS,10/15/15,0.037,-0.000104396
KS,11/15/15,0.036,-0.000412088
KS,12/15/15,0.036,-0.000736264
KS,01/15/16,0.044,-0.00078022
KS,02/15/16,0.042,-0.000571429
KS,03/15/16,0.04,-0.000472527
KS,04/15/16,0.034,-0.000576923
KS,05/15/16,0.036,-0.000631868
KS,06/15/16,0.044,-0.000384615
KY,01/15/06,0.065,
KY,02/15/06,0.068,
KY,03/15/06,0.062,
KY,04/15/06,0.056,
KY,05/15/06,0.056,
KY,06/15/06,0.059,
KY,07/15/06,0.06,
KY,08/15/06,0.054,
KY,09/15/06,0.053,
KY,10/15/06,0.049,
KY,11/15/06,0.052,
KY,12/15/06,0.05,
KY,01/15/07,0.063,-0.000956044
KY,02/15/07,0.066,-0.000384615
KY,03/15/07,0.059,6.59E-05
KY,04/15/07,0.051,7.14E-05
KY,05/15/07,0.052,-6.04E-05
KY,06/15/07,0.054,-0.000104396
KY,07/15/07,0.055,1.10E-05
KY,08/15/07,0.05,2.20E-05
KY,09/15/07,0.05,-0.000142857
KY,10/15/07,0.048,-0.00039011
KY,11/15/07,0.047,-0.000796703
KY,12/15/07,0.053,-0.000879121
KY,01/15/08,0.059,-0.000846154
KY,02/15/08,0.062,-0.000263736
KY,03/15/08,0.061,0.000406593
KY,04/15/08,0.054,0.000604396
KY,05/15/08,0.059,0.000686813
KY,06/15/08,0.065,0.000961538
KY,07/15/08,0.065,0.001241758
KY,08/15/08,0.066,0.001532967
KY,09/15/08,0.066,0.001571429
KY,10/15/08,0.065,0.001489011
KY,11/15/08,0.068,0.001346154
KY,12/15/08,0.079,0.001417582
KY,01/15/09,0.1,0.002236264
KY,02/15/09,0.107,0.003258242
KY,03/15/09,0.107,0.004131868
KY,04/15/09,0.1,0.004489011
KY,05/15/09,0.106,0.00456044
KY,06/15/09,0.11,0.00467033
KY,07/15/09,0.108,0.004664835
KY,08/15/09,0.104,0.004291209
KY,09/15/09,0.101,0.003642857
KY,10/15/09,0.1,0.002769231
KY,11/15/09,0.098,0.001604396
KY,12/15/09,0.101,0.000472527
KY,01/15/10,0.115,4.40E-05
KY,02/15/10,0.119,0.000357143
KY,03/15/10,0.11,0.000538462
KY,04/15/10,0.1,0.000373626
KY,05/15/10,0.1,-2.20E-05
KY,06/15/10,0.1,-0.000186813
KY,07/15/10,0.101,-0.000131868
KY,08/15/10,0.098,-0.000203297
KY,09/15/10,0.096,-0.00043956
KY,10/15/10,0.094,-0.000813187
KY,11/15/10,0.097,-0.001087912
KY,12/15/10,0.095,-0.001489011
KY,01/15/11,0.107,-0.001362637
KY,02/15/11,0.106,-0.000763736
KY,03/15/11,0.1,-0.000159341
KY,04/15/11,0.091,-9.34E-05
KY,05/15/11,0.094,-0.000208791
KY,06/15/11,0.097,-0.000192308
KY,07/15/11,0.098,-0.000126374
KY,08/15/11,0.091,-0.000241758
KY,09/15/11,0.091,-0.000417582
KY,10/15/11,0.086,-0.000796703
KY,11/15/11,0.083,-0.001296703
KY,12/15/11,0.084,-0.001587912
KY,01/15/12,0.091,-0.001653846
KY,02/15/12,0.09,-0.001269231
KY,03/15/12,0.085,-0.000994505
KY,04/15/12,0.075,-0.001164835
KY,05/15/12,0.08,-0.001379121
KY,06/15/12,0.084,-0.001285714
KY,07/15/12,0.086,-0.000956044
KY,08/15/12,0.082,-0.000659341
KY,09/15/12,0.078,-0.000675824
KY,10/15/12,0.075,-0.00071978
KY,11/15/12,0.074,-0.000901099
KY,12/15/12,0.078,-0.001
KY,01/15/13,0.089,-0.00067033
KY,02/15/13,0.088,-0.000131868
KY,03/15/13,0.085,0.000285714
KY,04/15/13,0.077,0.000274725
KY,05/15/13,0.081,5.49E-05
KY,06/15/13,0.086,0.000159341
KY,07/15/13,0.084,0.000318681
KY,08/15/13,0.079,0.00039011
KY,09/15/13,0.078,0.000313187
KY,10/15/13,0.077,7.14E-05
KY,11/15/13,0.074,-0.000379121
KY,12/15/13,0.071,-0.000961538
KY,01/15/14,0.081,-0.001043956
KY,02/15/14,0.084,-0.000620879
KY,03/15/14,0.079,-0.000373626
KY,04/15/14,0.065,-0.000653846
KY,05/15/14,0.068,-0.001032967
KY,06/15/14,0.067,-0.001241758
KY,07/15/14,0.067,-0.001181319
KY,08/15/14,0.06,-0.001324176
KY,09/15/14,0.054,-0.001725275
KY,10/15/14,0.05,-0.002159341
KY,11/15/14,0.051,-0.002445055
KY,12/15/14,0.049,-0.002769231
KY,01/15/15,0.061,-0.002675824
KY,02/15/15,0.058,-0.002241758
KY,03/15/15,0.056,-0.001631868
KY,04/15/15,0.049,-0.001291209
KY,05/15/15,0.054,-0.001159341
KY,06/15/15,0.055,-0.000818681
KY,07/15/15,0.058,-0.000346154
KY,08/15/15,0.05,-8.79E-05
KY,09/15/15,0.049,-3.85E-05
KY,10/15/15,0.048,-0.000192308
KY,11/15/15,0.053,-0.000302198
KY,12/15/15,0.055,-0.000324176
KY,01/15/16,0.062,-0.000214286
KY,02/15/16,0.063,0.000318681
KY,03/15/16,0.059,0.000593407
KY,04/15/16,0.047,0.00039011
KY,05/15/16,0.05,6.59E-05
KY,06/15/16,0.054,6.04E-05
LA,01/15/06,0.061,
LA,02/15/06,0.045,
LA,03/15/06,0.043,
LA,04/15/06,0.041,
LA,05/15/06,0.043,
LA,06/15/06,0.051,
LA,07/15/06,0.045,
LA,08/15/06,0.045,
LA,09/15/06,0.042,
LA,10/15/06,0.04,
LA,11/15/06,0.041,
LA,12/15/06,0.039,
LA,01/15/07,0.049,-0.000664835
LA,02/15/07,0.04,-0.000214286
LA,03/15/07,0.041,-0.000230769
LA,04/15/07,0.04,-0.000335165
LA,05/15/07,0.042,-0.000434066
LA,06/15/07,0.051,-0.000164835
LA,07/15/07,0.047,0.000236264
LA,08/15/07,0.044,0.00032967
LA,09/15/07,0.041,0.00032967
LA,10/15/07,0.038,0.000137363
LA,11/15/07,0.037,-0.000142857
LA,12/15/07,0.041,-0.000236264
LA,01/15/08,0.048,-0.000175824
LA,02/15/08,0.039,-7.69E-05
LA,03/15/08,0.042,-0.00017033
LA,04/15/08,0.036,-0.000434066
LA,05/15/08,0.043,-0.000478022
LA,06/15/08,0.054,-9.89E-05
LA,07/15/08,0.052,0.000494505
LA,08/15/08,0.055,0.001027473
LA,09/15/08,0.057,0.001467033
LA,10/15/08,0.054,0.001620879
LA,11/15/08,0.053,0.001554945
LA,12/15/08,0.055,0.001434066
LA,01/15/09,0.067,0.001763736
LA,02/15/09,0.061,0.002021978
LA,03/15/09,0.062,0.001895604
LA,04/15/09,0.058,0.001626374
LA,05/15/09,0.065,0.001269231
LA,06/15/09,0.078,0.001450549
LA,07/15/09,0.075,0.001763736
LA,08/15/09,0.074,0.001851648
LA,09/15/09,0.071,0.001835165
LA,10/15/09,0.07,0.001774725
LA,11/15/09,0.067,0.001428571
LA,12/15/09,0.07,0.001071429
LA,01/15/10,0.082,0.001093407
LA,02/15/10,0.072,0.001098901
LA,03/15/10,0.073,0.000879121
LA,04/15/10,0.071,0.000565934
LA,05/15/10,0.076,0.000214286
LA,06/15/10,0.086,0.000362637
LA,07/15/10,0.084,0.00082967
LA,08/15/10,0.087,0.001247253
LA,09/15/10,0.082,0.001395604
LA,10/15/10,0.081,0.001351648
LA,11/15/10,0.081,0.001214286
